品目コード,価格
30100,146
30200,186
30300,201
30400,299
30500,513
30600,375
31100,93
31300,588
31500,488
31560,480
31700,105
31800,953
31900,640
32500,1099
32600,1743
32800,810
33100,1108
33200,345
33300,639
33400,198
34100,371
34200,182
34300,346
34400,617
34450,1267
34500,625
34600,1310
35500,1008
36300,362
36610,107
36700,978
37200,545
38100,1079
38300,477
38400,277
38500,488
