年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,9,21,火,こまつな,31500,,,189474,467,******,94.9
2021,9,21,火,その他の菜類,31550,,,2900,382,549.2,107.3
2021,9,21,火,ちんげんさい,31560,,,47938,427,8410.2,101.2
2021,9,21,火,キャベツ,31700,,,2645433,113,******,72.9
2021,9,21,火,ほうれんそう,31800,,,153193,785,******,96.3
2021,9,21,火,ねぎ,31900,,,667980,400,******,74.6
2021,9,21,火,ふき,32300,,,68,378,−,−
2021,9,21,火,みつば,32500,,,14157,555,******,76.6
2021,9,21,火,しゅんぎく,32600,,,8927,1003,−,−
2021,9,21,火,にら,32800,,,73954,956,******,89.9
2021,9,21,火,セルリー,32900,,,50531,374,5910.1,161.9
2021,9,21,火,アスパラガス,33100,,,52335,1058,−,−
2021,9,21,火,　　うち輸入,33101,,,8648,1122,−,−
2021,9,21,火,カリフラワー,33200,,,38188,247,−,−
2021,9,21,火,ブロッコリー,33300,,,301441,585,******,137.0
2021,9,21,火,　　うち輸入,33301,,,2950,426,179.9,101.9
2021,9,21,火,レタス,33400,,,1186450,307,******,64.0
2021,9,21,火,パセリ,33600,,,3983,1879,******,102.3
2021,9,21,火,きゅうり,34100,,,1160422,361,******,76.6
2021,9,21,火,かぼちゃ,34200,,,487219,168,******,74.3
2021,9,21,火,　　うち輸入,34201,,,10530,74,−,−
2021,9,21,火,なす,34300,,,409199,497,******,81.7
2021,9,21,火,トマト,34400,,,1122178,557,******,78.2
2021,9,21,火,ミニトマト,34450,,,274731,993,******,77.5
2021,9,21,火,ピーマン,34500,,,387281,427,******,83.2
2021,9,21,火,ししとう,34600,,,22690,913,******,39.6
2021,9,21,火,スイトコーン,34700,,,98750,217,−,−
2021,9,21,火,さやいんげん,35100,,,26556,1040,******,59.3
2021,9,21,火,さやえんどう,35200,,,3769,2096,−,−
2021,9,21,火,　　うち輸入,35201,,,1372,1155,−,−
2021,9,21,火,実えんどう,35300,,,20,642,−,−
2021,9,21,火,えだまめ,35500,,,91842,594,−,−
2021,9,21,火,かんしょ,36100,,,550323,293,******,106.2
2021,9,21,火,ばれいしょ,36200,,,1076930,181,******,69.3
2021,9,21,火,さといも,36300,,,134711,350,******,350.0
2021,9,21,火,やまのいも,36500,,,250900,327,******,65.5
2021,9,21,火,たまねぎ,36610,,,2290816,112,8814.2,93.3
2021,9,21,火,　　うち輸入,36620,,,34569,106,372.9,111.6
2021,9,21,火,にんにく,36700,,,21850,1296,7666.7,340.2
2021,9,21,火,　　うち輸入,36701,,,9676,340,3395.1,89.2
2021,9,21,火,しょうが,37200,,,37978,609,******,97.6
2021,9,21,火,　　うち輸入,37201,,,6316,394,******,78.2
2021,9,21,火,生しいたけ,38100,,,107850,912,******,68.8
2021,9,21,火,　　うち輸入,38101,,,866,594,−,−
2021,9,21,火,なめこ,38300,,,31154,499,******,63.3
2021,9,21,火,えのきだけ,38400,,,202904,301,******,84.6
2021,9,21,火,しめじ,38500,,,128149,452,******,91.1
2021,9,21,火,その他の野菜,39000,,,400878,915,2050.2,289.6
2021,9,21,火,輸入野菜計,39100,,,149628,560,863.6,350.0
2021,9,21,火,他の輸入野菜,39200,,,74705,810,1221.5,455.1
2021,9,22,水,野菜総量,30000,,,13086034,258,65.4,92.1
2021,9,22,水,だいこん,30100,,,1040968,113,63.1,100.0
2021,9,22,水,かぶ,30200,,,62010,179,89.6,92.7
2021,9,22,水,にんじん,30300,,,794416,109,59.5,99.1
2021,9,22,水,ごぼう,30400,,,111238,297,78.7,97.1
2021,9,22,水,れんこん,30600,,,96039,471,88.6,95.9
2021,9,22,水,はくさい,31100,,,1131041,149,60.2,88.2
2021,9,22,水,みずな,31300,,,39221,471,63.8,96.5
2021,9,22,水,こまつな,31500,,,126449,432,66.7,92.5
2021,9,22,水,その他の菜類,31550,,,1296,529,44.7,138.5
2021,9,22,水,ちんげんさい,31560,,,40279,415,84.0,97.2
2021,9,22,水,キャベツ,31700,,,1869705,114,70.7,100.9
2021,9,22,水,ほうれんそう,31800,,,97080,732,63.4,93.2
2021,9,22,水,ねぎ,31900,,,369568,392,55.3,98.0
2021,9,22,水,ふき,32300,,,9,1188,13.2,314.3
2021,9,22,水,みつば,32500,,,13238,544,93.5,98.0
2021,9,22,水,しゅんぎく,32600,,,7229,939,81.0,93.6
2021,9,22,水,にら,32800,,,54905,946,74.2,99.0
2021,9,22,水,セルリー,32900,,,53033,365,105.0,97.6
2021,9,22,水,アスパラガス,33100,,,25388,1050,48.5,99.2
2021,9,22,水,　　うち輸入,33101,,,6938,1149,80.2,102.4
2021,9,22,水,カリフラワー,33200,,,25774,242,67.5,98.0
2021,9,22,水,ブロッコリー,33300,,,162389,574,53.9,98.1
2021,9,22,水,　　うち輸入,33301,,,5930,402,201.0,94.4
2021,9,22,水,レタス,33400,,,675413,276,56.9,89.9
2021,9,22,水,パセリ,33600,,,4286,1829,107.6,97.3
2021,9,22,水,きゅうり,34100,,,536780,352,46.3,97.5
2021,9,22,水,かぼちゃ,34200,,,417758,159,85.7,94.6
2021,9,22,水,　　うち輸入,34201,,,14000,60,133.0,81.1
2021,9,22,水,なす,34300,,,229901,476,56.2,95.8
2021,9,22,水,トマト,34400,,,462841,567,41.2,101.8
2021,9,22,水,ミニトマト,34450,,,154631,1007,56.3,101.4
2021,9,22,水,ピーマン,34500,,,216530,420,55.6,98.8
2021,9,22,水,ししとう,34600,,,13931,956,61.4,104.7
2021,9,22,水,スイトコーン,34700,,,49863,224,50.5,103.2
2021,9,22,水,さやいんげん,35100,,,14843,1047,55.9,100.7
2021,9,22,水,さやえんどう,35200,,,2783,2045,73.8,97.6
2021,9,22,水,　　うち輸入,35201,,,1235,1039,90.0,90.0
2021,9,22,水,えだまめ,35500,,,53238,641,58.0,107.9
2021,9,22,水,かんしょ,36100,,,376088,294,68.3,100.3
2021,9,22,水,ばれいしょ,36200,,,980170,184,91.0,101.7
2021,9,22,水,さといも,36300,,,90109,343,66.9,98.0
2021,9,22,水,やまのいも,36500,,,119376,330,47.6,100.9
2021,9,22,水,たまねぎ,36610,,,1916774,103,83.7,92.0
2021,9,22,水,　　うち輸入,36620,,,24971,100,72.2,94.3
2021,9,22,水,にんにく,36700,,,18018,1031,82.5,79.6
2021,9,22,水,　　うち輸入,36701,,,10478,342,108.3,100.6
2021,9,22,水,しょうが,37200,,,31576,563,83.1,92.4
2021,9,22,水,　　うち輸入,37201,,,5336,406,84.5,103.0
2021,9,22,水,生しいたけ,38100,,,63414,927,58.8,101.6
2021,9,22,水,　　うち輸入,38101,,,1278,586,147.6,98.7
2021,9,22,水,なめこ,38300,,,25180,491,80.8,98.4
2021,9,22,水,えのきだけ,38400,,,154558,301,76.2,100.0
2021,9,22,水,しめじ,38500,,,93588,451,73.0,99.8
2021,9,22,水,その他の野菜,39000,,,263216,1052,65.7,115.0
2021,9,22,水,輸入野菜計,39100,,,132356,547,88.5,97.7
2021,9,22,水,他の輸入野菜,39200,,,62193,819,83.3,101.1
2021,9,24,金,野菜総量,30000,,,17144026,258,131.0,100.0
2021,9,24,金,だいこん,30100,,,1363965,109,131.0,96.5
2021,9,24,金,かぶ,30200,,,63363,173,102.2,96.6
2021,9,24,金,にんじん,30300,,,1124246,104,141.5,95.4
2021,9,24,金,ごぼう,30400,,,101100,315,90.9,106.1
2021,9,24,金,たけのこ,30500,,,22,540,−,−
2021,9,24,金,れんこん,30600,,,101175,454,105.3,96.4
2021,9,24,金,はくさい,31100,,,1700343,122,150.3,81.9
2021,9,24,金,みずな,31300,,,51739,437,131.9,92.8
2021,9,24,金,こまつな,31500,,,159291,381,126.0,88.2
2021,9,24,金,その他の菜類,31550,,,2274,424,175.5,80.2
2021,9,24,金,ちんげんさい,31560,,,47828,376,118.7,90.6
2021,9,24,金,キャベツ,31700,,,2326729,115,124.4,100.9
2021,9,24,金,ほうれんそう,31800,,,132292,677,136.3,92.5
2021,9,24,金,ねぎ,31900,,,532388,378,144.1,96.4
2021,9,24,金,みつば,32500,,,13868,517,104.8,95.0
2021,9,24,金,しゅんぎく,32600,,,9057,865,125.3,92.1
2021,9,24,金,にら,32800,,,64384,882,117.3,93.2
2021,9,24,金,セルリー,32900,,,52137,359,98.3,98.4
2021,9,24,金,アスパラガス,33100,,,35615,1053,140.3,100.3
2021,9,24,金,　　うち輸入,33101,,,6471,1186,93.3,103.2
2021,9,24,金,カリフラワー,33200,,,26459,254,102.7,105.0
2021,9,24,金,ブロッコリー,33300,,,285274,529,175.7,92.2
2021,9,24,金,　　うち輸入,33301,,,5080,420,85.7,104.5
2021,9,24,金,レタス,33400,,,975352,259,144.4,93.8
2021,9,24,金,パセリ,33600,,,4406,1828,102.8,99.9
2021,9,24,金,きゅうり,34100,,,1023711,303,190.7,86.1
2021,9,24,金,かぼちゃ,34200,,,411462,163,98.5,102.5
2021,9,24,金,　　うち輸入,34201,,,1910,61,13.6,101.7
2021,9,24,金,なす,34300,,,439115,402,191.0,84.5
2021,9,24,金,トマト,34400,,,763642,555,165.0,97.9
2021,9,24,金,ミニトマト,34450,,,243570,1017,157.5,101.0
2021,9,24,金,ピーマン,34500,,,297918,419,137.6,99.8
2021,9,24,金,ししとう,34600,,,16010,937,114.9,98.0
2021,9,24,金,スイトコーン,34700,,,47848,232,96.0,103.6
2021,9,24,金,さやいんげん,35100,,,18705,1028,126.0,98.2
2021,9,24,金,さやえんどう,35200,,,3458,2032,124.3,99.4
2021,9,24,金,　　うち輸入,35201,,,1369,998,110.9,96.1
2021,9,24,金,実えんどう,35300,,,44,482,−,−
2021,9,24,金,えだまめ,35500,,,69651,632,130.8,98.6
2021,9,24,金,かんしょ,36100,,,517020,287,137.5,97.6
2021,9,24,金,ばれいしょ,36200,,,1074521,172,109.6,93.5
2021,9,24,金,さといも,36300,,,111459,334,123.7,97.4
2021,9,24,金,やまのいも,36500,,,239345,329,200.5,99.7
2021,9,24,金,たまねぎ,36610,,,1909173,109,99.6,105.8
2021,9,24,金,　　うち輸入,36620,,,32784,100,131.3,100.0
2021,9,24,金,にんにく,36700,,,19511,1259,108.3,122.1
2021,9,24,金,　　うち輸入,36701,,,10075,338,96.2,98.8
2021,9,24,金,しょうが,37200,,,31801,564,100.7,100.2
2021,9,24,金,　　うち輸入,37201,,,5270,386,98.8,95.1
2021,9,24,金,生しいたけ,38100,,,85742,904,135.2,97.5
2021,9,24,金,　　うち輸入,38101,,,916,611,71.7,104.3
2021,9,24,金,なめこ,38300,,,24766,491,98.4,100.0
2021,9,24,金,えのきだけ,38400,,,169967,300,110.0,99.7
2021,9,24,金,しめじ,38500,,,90509,445,96.7,98.7
2021,9,24,金,その他の野菜,39000,,,361861,909,137.5,86.4
2021,9,24,金,輸入野菜計,39100,,,126785,727,95.8,132.9
2021,9,24,金,他の輸入野菜,39200,,,62916,1138,101.2,138.9
2021,9,25,土,野菜総量,30000,,,13723341,255,80.0,98.8
2021,9,25,土,だいこん,30100,,,1228540,107,90.1,98.2
2021,9,25,土,かぶ,30200,,,70293,163,110.9,94.2
2021,9,25,土,にんじん,30300,,,918352,101,81.7,97.1
2021,9,25,土,ごぼう,30400,,,125754,288,124.4,91.4
2021,9,25,土,たけのこ,30500,,,30,536,136.4,99.3
2021,9,25,土,れんこん,30600,,,100066,447,98.9,98.5
2021,9,25,土,はくさい,31100,,,1350484,113,79.4,92.6
2021,9,25,土,みずな,31300,,,45911,437,88.7,100.0
2021,9,25,土,こまつな,31500,,,143068,385,89.8,101.0
2021,9,25,土,その他の菜類,31550,,,1729,531,76.0,125.2
2021,9,25,土,ちんげんさい,31560,,,40234,373,84.1,99.2
2021,9,25,土,キャベツ,31700,,,1783615,123,76.7,107.0
2021,9,25,土,ほうれんそう,31800,,,104157,681,78.7,100.6
2021,9,25,土,ねぎ,31900,,,417421,373,78.4,98.7
2021,9,25,土,ふき,32300,,,22,259,−,−
2021,9,25,土,みつば,32500,,,14508,516,104.6,99.8
2021,9,25,土,しゅんぎく,32600,,,8890,862,98.2,99.7
2021,9,25,土,にら,32800,,,61034,861,94.8,97.6
2021,9,25,土,セルリー,32900,,,60777,332,116.6,92.5
2021,9,25,土,アスパラガス,33100,,,28901,1064,81.1,101.0
2021,9,25,土,　　うち輸入,33101,,,9478,1156,146.5,97.5
2021,9,25,土,カリフラワー,33200,,,24259,252,91.7,99.2
2021,9,25,土,ブロッコリー,33300,,,242725,511,85.1,96.6
2021,9,25,土,　　うち輸入,33301,,,8123,403,159.9,96.0
2021,9,25,土,レタス,33400,,,771304,248,79.1,95.8
2021,9,25,土,パセリ,33600,,,4671,1657,106.0,90.6
2021,9,25,土,きゅうり,34100,,,653367,280,63.8,92.4
2021,9,25,土,かぼちゃ,34200,,,433244,153,105.3,93.9
2021,9,25,土,　　うち輸入,34201,,,2480,59,129.8,96.7
2021,9,25,土,なす,34300,,,320746,365,73.0,90.8
2021,9,25,土,トマト,34400,,,535159,550,70.1,99.1
2021,9,25,土,ミニトマト,34450,,,168327,1017,69.1,100.0
2021,9,25,土,ピーマン,34500,,,237314,414,79.7,98.8
2021,9,25,土,ししとう,34600,,,14774,934,92.3,99.7
2021,9,25,土,スイトコーン,34700,,,39305,237,82.1,102.2
2021,9,25,土,さやいんげん,35100,,,16767,1006,89.6,97.9
2021,9,25,土,さやえんどう,35200,,,3433,2058,99.3,101.3
2021,9,25,土,　　うち輸入,35201,,,1315,948,96.1,95.0
2021,9,25,土,実えんどう,35300,,,18,662,40.9,137.3
2021,9,25,土,えだまめ,35500,,,53477,650,76.8,102.8
2021,9,25,土,かんしょ,36100,,,376631,287,72.8,100.0
2021,9,25,土,ばれいしょ,36200,,,789066,171,73.4,99.4
2021,9,25,土,さといも,36300,,,106577,323,95.6,96.7
2021,9,25,土,やまのいも,36500,,,136275,331,56.9,100.6
2021,9,25,土,たまねぎ,36610,,,1555123,113,81.5,103.7
2021,9,25,土,　　うち輸入,36620,,,31792,99,97.0,99.0
2021,9,25,土,にんにく,36700,,,23165,1077,118.7,85.5
2021,9,25,土,　　うち輸入,36701,,,9925,382,98.5,113.0
2021,9,25,土,しょうが,37200,,,33507,556,105.4,98.6
2021,9,25,土,　　うち輸入,37201,,,4751,407,90.2,105.4
2021,9,25,土,生しいたけ,38100,,,76271,908,89.0,100.4
2021,9,25,土,　　うち輸入,38101,,,1089,595,118.9,97.4
2021,9,25,土,なめこ,38300,,,27194,479,109.8,97.6
2021,9,25,土,えのきだけ,38400,,,161335,300,94.9,100.0
2021,9,25,土,しめじ,38500,,,111798,451,123.5,101.3
2021,9,25,土,その他の野菜,39000,,,303792,1019,84.0,112.1
2021,9,25,土,輸入野菜計,39100,,,138298,663,109.1,91.2
2021,9,25,土,他の輸入野菜,39200,,,69348,959,110.2,84.3
2021,9,27,月,野菜総量,30000,,,15717221,248,114.5,97.3
2021,9,27,月,だいこん,30100,,,1118796,106,91.1,99.1
2021,9,27,月,かぶ,30200,,,72150,160,102.6,98.2
2021,9,27,月,にんじん,30300,,,1135068,88,123.6,87.1
2021,9,27,月,ごぼう,30400,,,99418,316,79.1,109.7
2021,9,27,月,たけのこ,30500,,,16,473,53.3,88.2
2021,9,27,月,れんこん,30600,,,87573,429,87.5,96.0
2021,9,27,月,はくさい,31100,,,1467828,105,108.7,92.9
2021,9,27,月,みずな,31300,,,44150,431,96.2,98.6
2021,9,27,月,こまつな,31500,,,144787,374,101.2,97.1
2021,9,27,月,その他の菜類,31550,,,2474,428,143.1,80.6
2021,9,27,月,ちんげんさい,31560,,,40683,359,101.1,96.2
2021,9,27,月,キャベツ,31700,,,2071726,118,116.2,95.9
2021,9,27,月,ほうれんそう,31800,,,113022,677,108.5,99.4
2021,9,27,月,ねぎ,31900,,,460305,365,110.3,97.9
2021,9,27,月,ふき,32300,,,9,1187,40.9,458.3
2021,9,27,月,みつば,32500,,,12748,518,87.9,100.4
2021,9,27,月,しゅんぎく,32600,,,9898,787,111.3,91.3
2021,9,27,月,にら,32800,,,67044,829,109.8,96.3
2021,9,27,月,セルリー,32900,,,69753,301,114.8,90.7
2021,9,27,月,アスパラガス,33100,,,31734,1046,109.8,98.3
2021,9,27,月,　　うち輸入,33101,,,6823,1179,72.0,102.0
2021,9,27,月,カリフラワー,33200,,,28249,233,116.4,92.5
2021,9,27,月,ブロッコリー,33300,,,237234,491,97.7,96.1
2021,9,27,月,　　うち輸入,33301,,,2826,419,34.8,104.0
2021,9,27,月,レタス,33400,,,968767,242,125.6,97.6
2021,9,27,月,パセリ,33600,,,3450,1784,73.9,107.7
2021,9,27,月,きゅうり,34100,,,899373,262,137.7,93.6
2021,9,27,月,かぼちゃ,34200,,,394149,160,91.0,104.6
2021,9,27,月,　　うち輸入,34201,,,20,200,0.8,339.0
2021,9,27,月,なす,34300,,,418027,338,130.3,92.6
2021,9,27,月,トマト,34400,,,809597,520,151.3,94.5
2021,9,27,月,ミニトマト,34450,,,236966,1014,140.8,99.7
2021,9,27,月,ピーマン,34500,,,279835,415,117.9,100.2
2021,9,27,月,ししとう,34600,,,14949,951,101.2,101.8
2021,9,27,月,スイトコーン,34700,,,31888,249,81.1,105.1
2021,9,27,月,さやいんげん,35100,,,18095,997,107.9,99.1
2021,9,27,月,さやえんどう,35200,,,3418,2026,99.6,98.4
2021,9,27,月,　　うち輸入,35201,,,1123,910,85.4,96.0
2021,9,27,月,実えんどう,35300,,,10,648,55.6,97.9
2021,9,27,月,えだまめ,35500,,,62503,653,116.9,100.5
2021,9,27,月,かんしょ,36100,,,461099,285,122.4,99.3
2021,9,27,月,ばれいしょ,36200,,,885084,168,112.2,98.2
2021,9,27,月,さといも,36300,,,100987,315,94.8,97.5
2021,9,27,月,やまのいも,36500,,,223046,323,163.7,97.6
2021,9,27,月,たまねぎ,36610,,,1892689,108,121.7,95.6
2021,9,27,月,　　うち輸入,36620,,,35875,106,112.8,107.1
2021,9,27,月,にんにく,36700,,,16430,1171,70.9,108.7
2021,9,27,月,　　うち輸入,36701,,,8625,371,86.9,97.1
2021,9,27,月,しょうが,37200,,,32066,572,95.7,102.9
2021,9,27,月,　　うち輸入,37201,,,5504,406,115.8,99.8
2021,9,27,月,生しいたけ,38100,,,70718,897,92.7,98.8
2021,9,27,月,　　うち輸入,38101,,,747,580,68.6,97.5
2021,9,27,月,なめこ,38300,,,21729,488,79.9,101.9
2021,9,27,月,えのきだけ,38400,,,138738,296,86.0,98.7
2021,9,27,月,しめじ,38500,,,94813,436,84.8,96.7
2021,9,27,月,その他の野菜,39000,,,324223,901,106.7,88.4
2021,9,27,月,輸入野菜計,39100,,,132739,648,96.0,97.7
2021,9,27,月,他の輸入野菜,39200,,,71201,928,102.7,96.8
2021,9,28,火,野菜総量,30000,,,13553038,238,86.2,96.0
2021,9,28,火,だいこん,30100,,,1142536,107,102.1,100.9
2021,9,28,火,かぶ,30200,,,79683,155,110.4,96.9
2021,9,28,火,にんじん,30300,,,899348,95,79.2,108.0
2021,9,28,火,ごぼう,30400,,,101914,294,102.5,93.0
2021,9,28,火,れんこん,30600,,,93639,428,106.9,99.8
2021,9,28,火,はくさい,31100,,,1214861,111,82.8,105.7
2021,9,28,火,みずな,31300,,,45760,432,103.6,100.2
2021,9,28,火,こまつな,31500,,,144557,368,99.8,98.4
2021,9,28,火,その他の菜類,31550,,,2530,488,102.3,114.0
2021,9,28,火,ちんげんさい,31560,,,41496,358,102.0,99.7
2021,9,28,火,キャベツ,31700,,,1856834,118,89.6,100.0
2021,9,28,火,ほうれんそう,31800,,,102297,680,90.5,100.4
2021,9,28,火,ねぎ,31900,,,362606,373,78.8,102.2
2021,9,28,火,みつば,32500,,,13162,528,103.2,101.9
2021,9,28,火,しゅんぎく,32600,,,8748,779,88.4,99.0
2021,9,28,火,にら,32800,,,63359,791,94.5,95.4
2021,9,28,火,セルリー,32900,,,55101,301,79.0,100.0
2021,9,28,火,アスパラガス,33100,,,18993,1053,59.9,100.7
2021,9,28,火,　　うち輸入,33101,,,5020,1175,73.6,99.7
2021,9,28,火,カリフラワー,33200,,,21716,246,76.9,105.6
2021,9,28,火,ブロッコリー,33300,,,244179,474,102.9,96.5
2021,9,28,火,　　うち輸入,33301,,,3740,410,132.3,97.9
2021,9,28,火,レタス,33400,,,774911,228,80.0,94.2
2021,9,28,火,パセリ,33600,,,3883,1654,112.6,92.7
2021,9,28,火,きゅうり,34100,,,576931,260,64.1,99.2
2021,9,28,火,かぼちゃ,34200,,,434244,150,110.2,93.8
2021,9,28,火,　　うち輸入,34201,,,50,216,250.0,108.0
2021,9,28,火,なす,34300,,,276513,311,66.1,92.0
2021,9,28,火,トマト,34400,,,580080,501,71.7,96.3
2021,9,28,火,ミニトマト,34450,,,156053,991,65.9,97.7
2021,9,28,火,ピーマン,34500,,,209295,411,74.8,99.0
2021,9,28,火,ししとう,34600,,,15250,947,102.0,99.6
2021,9,28,火,スイトコーン,34700,,,26151,209,82.0,83.9
2021,9,28,火,さやいんげん,35100,,,14942,980,82.6,98.3
2021,9,28,火,さやえんどう,35200,,,3175,2056,92.9,101.5
2021,9,28,火,　　うち輸入,35201,,,1032,997,91.9,109.6
2021,9,28,火,実えんどう,35300,,,20,635,200.0,98.0
2021,9,28,火,えだまめ,35500,,,48831,676,78.1,103.5
2021,9,28,火,かんしょ,36100,,,382426,287,82.9,100.7
2021,9,28,火,ばれいしょ,36200,,,708862,179,80.1,106.5
2021,9,28,火,さといも,36300,,,95316,298,94.4,94.6
2021,9,28,火,やまのいも,36500,,,123131,326,55.2,100.9
2021,9,28,火,たまねぎ,36610,,,1960162,108,103.6,100.0
2021,9,28,火,　　うち輸入,36620,,,58424,88,162.9,83.0
2021,9,28,火,にんにく,36700,,,15047,960,91.6,82.0
2021,9,28,火,　　うち輸入,36701,,,9537,334,110.6,90.0
2021,9,28,火,しょうが,37200,,,40588,555,126.6,97.0
2021,9,28,火,　　うち輸入,37201,,,5114,399,92.9,98.3
2021,9,28,火,生しいたけ,38100,,,65217,923,92.2,102.9
2021,9,28,火,　　うち輸入,38101,,,1098,591,147.0,101.9
2021,9,28,火,なめこ,38300,,,25453,480,117.1,98.4
2021,9,28,火,えのきだけ,38400,,,130899,295,94.3,99.7
2021,9,28,火,しめじ,38500,,,90218,455,95.2,104.4
2021,9,28,火,その他の野菜,39000,,,282209,955,87.0,106.0
2021,9,28,火,輸入野菜計,39100,,,151117,520,113.8,80.2
2021,9,28,火,他の輸入野菜,39200,,,67107,880,94.3,94.8
2021,9,30,木,野菜総量,30000,,,16956723,235,125.1,98.7
2021,9,30,木,だいこん,30100,,,1237250,108,108.3,100.9
2021,9,30,木,かぶ,30200,,,95253,140,119.5,90.3
2021,9,30,木,にんじん,30300,,,1215625,91,135.2,95.8
2021,9,30,木,ごぼう,30400,,,87635,321,86.0,109.2
2021,9,30,木,たけのこ,30500,,,24,450,−,−
2021,9,30,木,れんこん,30600,,,95460,429,101.9,100.2
2021,9,30,木,はくさい,31100,,,1868020,107,153.8,96.4
2021,9,30,木,みずな,31300,,,57496,386,125.6,89.4
2021,9,30,木,こまつな,31500,,,192986,331,133.5,89.9
2021,9,30,木,その他の菜類,31550,,,4757,322,188.0,66.0
2021,9,30,木,ちんげんさい,31560,,,48665,327,117.3,91.3
2021,9,30,木,キャベツ,31700,,,2548452,112,137.2,94.9
2021,9,30,木,ほうれんそう,31800,,,152657,655,149.2,96.3
2021,9,30,木,ねぎ,31900,,,519903,362,143.4,97.1
2021,9,30,木,ふき,32300,,,19,724,−,−
2021,9,30,木,みつば,32500,,,12212,517,92.8,97.9
2021,9,30,木,しゅんぎく,32600,,,11885,698,135.9,89.6
2021,9,30,木,にら,32800,,,67483,760,106.5,96.1
2021,9,30,木,セルリー,32900,,,52281,294,94.9,97.7
2021,9,30,木,アスパラガス,33100,,,30210,1012,159.1,96.1
2021,9,30,木,　　うち輸入,33101,,,10139,1065,202.0,90.6
2021,9,30,木,カリフラワー,33200,,,20749,246,95.5,100.0
2021,9,30,木,ブロッコリー,33300,,,314486,470,128.8,99.2
2021,9,30,木,　　うち輸入,33301,,,2790,408,74.6,99.5
2021,9,30,木,レタス,33400,,,1115715,202,144.0,88.6
2021,9,30,木,パセリ,33600,,,3579,1761,92.2,106.5
2021,9,30,木,きゅうり,34100,,,814447,254,141.2,97.7
2021,9,30,木,かぼちゃ,34200,,,359157,149,82.7,99.3
2021,9,30,木,　　うち輸入,34201,,,10,200,20.0,92.6
2021,9,30,木,なす,34300,,,403299,315,145.9,101.3
2021,9,30,木,トマト,34400,,,895623,478,154.4,95.4
2021,9,30,木,ミニトマト,34450,,,231154,993,148.1,100.2
2021,9,30,木,ピーマン,34500,,,310276,394,148.2,95.9
2021,9,30,木,ししとう,34600,,,17697,865,116.0,91.3
2021,9,30,木,スイトコーン,34700,,,26237,203,100.3,97.1
2021,9,30,木,さやいんげん,35100,,,17862,958,119.5,97.8
2021,9,30,木,さやえんどう,35200,,,3234,1998,101.9,97.2
2021,9,30,木,　　うち輸入,35201,,,843,1008,81.7,101.1
2021,9,30,木,実えんどう,35300,,,23,612,115.0,96.4
2021,9,30,木,えだまめ,35500,,,60249,642,123.4,95.0
2021,9,30,木,かんしょ,36100,,,441378,289,115.4,100.7
2021,9,30,木,ばれいしょ,36200,,,816076,158,115.1,88.3
2021,9,30,木,さといも,36300,,,137944,294,144.7,98.7
2021,9,30,木,やまのいも,36500,,,162995,317,132.4,97.2
2021,9,30,木,たまねぎ,36610,,,1763117,108,89.9,100.0
2021,9,30,木,　　うち輸入,36620,,,48609,90,83.2,102.3
2021,9,30,木,にんにく,36700,,,15618,1251,103.8,130.3
2021,9,30,木,　　うち輸入,36701,,,8284,356,86.9,106.6
2021,9,30,木,しょうが,37200,,,35649,540,87.8,97.3
2021,9,30,木,　　うち輸入,37201,,,4899,407,95.8,102.0
2021,9,30,木,生しいたけ,38100,,,77793,907,119.3,98.3
2021,9,30,木,　　うち輸入,38101,,,1099,586,100.1,99.2
2021,9,30,木,なめこ,38300,,,23268,483,91.4,100.6
2021,9,30,木,えのきだけ,38400,,,154797,286,118.3,96.9
2021,9,30,木,しめじ,38500,,,97170,456,107.7,100.2
2021,9,30,木,その他の野菜,39000,,,338942,869,120.1,91.0
2021,9,30,木,輸入野菜計,39100,,,152247,558,100.7,107.3
2021,9,30,木,他の輸入野菜,39200,,,75580,824,112.6,93.6
2021,10,1,金,野菜総量,30000,,,13956159,223,82.3,94.9
2021,10,1,金,だいこん,30100,,,1023955,115,82.8,106.5
2021,10,1,金,かぶ,30200,,,76281,147,80.1,105.0
2021,10,1,金,にんじん,30300,,,987708,92,81.3,101.1
2021,10,1,金,ごぼう,30400,,,89901,296,102.6,92.2
2021,10,1,金,れんこん,30600,,,89818,420,94.1,97.9
2021,10,1,金,はくさい,31100,,,1185058,107,63.4,100.0
2021,10,1,金,みずな,31300,,,45292,373,78.8,96.6
2021,10,1,金,こまつな,31500,,,145808,303,75.6,91.5
2021,10,1,金,その他の菜類,31550,,,3091,396,65.0,123.0
2021,10,1,金,ちんげんさい,31560,,,39316,318,80.8,97.2
2021,10,1,金,キャベツ,31700,,,1821089,110,71.5,98.2
2021,10,1,金,ほうれんそう,31800,,,113571,651,74.4,99.4
2021,10,1,金,ねぎ,31900,,,395795,368,76.1,101.7
2021,10,1,金,みつば,32500,,,12632,499,103.4,96.5
2021,10,1,金,しゅんぎく,32600,,,9583,707,80.6,101.3
2021,10,1,金,にら,32800,,,64107,735,95.0,96.7
2021,10,1,金,セルリー,32900,,,46672,285,89.3,96.9
2021,10,1,金,アスパラガス,33100,,,18527,993,61.3,98.1
2021,10,1,金,　　うち輸入,33101,,,8177,1030,80.6,96.7
2021,10,1,金,カリフラワー,33200,,,20853,245,100.5,99.6
