年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2025,7,19,土,ぶどう計,45000,,,147763,2373,123.2,97.9
2025,7,19,土,いちご,46100,,,2321,2689,112.6,97.7
2025,7,19,土,メロン計,47000,,,311342,640,119.6,95.8
2025,7,19,土,すいか,48100,,,1818156,294,132.8,99.0
2025,7,19,土,バナナ,50100,,,415182,217,105.9,110.7
2025,7,19,土,パイナップル,50300,,,101565,280,137.3,97.6
2025,7,19,土,レモン,50400,,,46759,394,84.1,134.0
2025,7,19,土,オレンジ,50600,,,53646,392,113.3,103.2
2025,7,19,土,おうとう,50700,,,14900,1978,130.0,187.8
2025,7,19,土,キウイフルツ,50800,,,196595,656,157.1,102.5
2025,7,19,土,メロン,50850,,,5873,477,286.3,93.0
2025,7,21,月,みかん,40100,,,30,1390,0.2,127.1
2025,7,21,月,りんご計,42000,,,2480,637,1.2,111.6
2025,7,21,月,ぶどう計,45000,,,77,2126,0.1,87.7
2025,7,21,月,メロン計,47000,,,240,766,0.1,114.7
2025,7,21,月,すいか,48100,,,8854,281,0.6,94.6
2025,7,21,月,バナナ,50100,,,7066,275,1.8,140.3
2025,7,21,月,パイナップル,50300,,,2510,319,3.4,111.1
2025,7,21,月,レモン,50400,,,385,559,0.7,190.1
2025,7,21,月,オレンジ,50600,,,1883,382,4.0,100.5
2025,7,21,月,キウイフルツ,50800,,,428,794,0.3,124.3
2025,7,21,月,メロン,50850,,,14,602,0.7,117.3
2025,7,22,火,みかん,40100,,,182815,1073,******,77.2
2025,7,22,火,りんご計,42000,,,279445,589,******,92.5
2025,7,22,火,日本なし計,43000,,,83722,983,−,−
2025,7,22,火,かき計,43500,,,1655,750,−,−
2025,7,22,火,もも,44100,,,726806,1018,−,−
2025,7,22,火,すもも,44700,,,128825,902,−,−
2025,7,22,火,おうとう,44800,,,9377,2470,−,−
2025,7,22,火,うめ,44950,,,1368,348,−,−
2025,7,22,火,ぶどう計,45000,,,193581,2200,******,103.5
2025,7,22,火,いちご,46100,,,5016,2776,−,−
2025,7,22,火,メロン計,47000,,,485593,601,******,78.5
2025,7,22,火,すいか,48100,,,2913322,290,******,103.2
2025,7,22,火,キウイフルツ,49300,,,18,259,−,−
2025,7,22,火,バナナ,50100,,,739847,234,******,85.1
2025,7,22,火,パイナップル,50300,,,105896,280,4219.0,87.8
2025,7,22,火,レモン,50400,,,41951,424,******,75.8
2025,7,22,火,オレンジ,50600,,,76489,354,4062.1,92.7
2025,7,22,火,おうとう,50700,,,9427,1309,−,−
2025,7,22,火,キウイフルツ,50800,,,119943,642,******,80.9
2025,7,22,火,メロン,50850,,,1771,408,******,67.8
2025,7,23,水,りんご計,42000,,,2500,668,100.8,104.9
2025,7,23,水,日本なし計,43000,,,250,1145,−,−
2025,7,23,水,もも,44100,,,11097,901,−,−
2025,7,23,水,すもも,44700,,,2498,892,−,−
2025,7,23,水,おうとう,44800,,,1801,1855,−,−
2025,7,23,水,うめ,44950,,,185,183,−,−
2025,7,23,水,ぶどう計,45000,,,794,2542,1031.2,119.6
2025,7,23,水,いちご,46100,,,148,1709,−,−
2025,7,23,水,メロン計,47000,,,50883,604,******,78.9
2025,7,23,水,すいか,48100,,,86067,319,972.1,113.5
2025,7,23,水,バナナ,50100,,,18474,257,261.4,93.5
2025,7,23,水,パイナップル,50300,,,560,303,22.3,95.0
2025,7,23,水,レモン,50400,,,948,445,246.2,79.6
2025,7,23,水,オレンジ,50600,,,340,393,18.1,102.9
2025,7,23,水,キウイフルツ,50800,,,1247,853,291.4,107.4
2025,7,24,木,みかん,40100,,,187391,1093,−,−
2025,7,24,木,りんご計,42000,,,209198,574,8367.9,85.9
2025,7,24,木,日本なし計,43000,,,87965,895,******,78.2
2025,7,24,木,もも,44100,,,550135,1027,4957.5,114.0
2025,7,24,木,すもも,44700,,,74916,968,2999.0,108.5
2025,7,24,木,おうとう,44800,,,3395,2315,188.5,124.8
2025,7,24,木,うめ,44950,,,241869,689,******,376.5
2025,7,24,木,ぶどう計,45000,,,183493,2212,******,87.0
2025,7,24,木,いちご,46100,,,3593,2677,2427.7,156.6
2025,7,24,木,メロン計,47000,,,388188,608,762.9,100.7
2025,7,24,木,すいか,48100,,,2277773,285,2646.5,89.3
2025,7,24,木,キウイフルツ,49300,,,6,259,−,−
2025,7,24,木,バナナ,50100,,,395854,215,2142.8,83.7
2025,7,24,木,パイナップル,50300,,,98298,280,******,92.4
2025,7,24,木,レモン,50400,,,33353,420,3518.2,94.4
2025,7,24,木,オレンジ,50600,,,38042,387,******,98.5
2025,7,24,木,おうとう,50700,,,5352,1294,−,−
2025,7,24,木,キウイフルツ,50800,,,153432,664,******,77.8
2025,7,24,木,メロン,50850,,,510,395,−,−
2025,7,25,金,みかん,40100,,,19606,1119,10.5,102.4
2025,7,25,金,りんご計,42000,,,207455,584,99.2,101.7
2025,7,25,金,日本なし計,43000,,,66740,863,75.9,96.4
2025,7,25,金,かき計,43500,,,2344,862,−,−
2025,7,25,金,もも,44100,,,335990,1053,61.1,102.5
2025,7,25,金,すもも,44700,,,39297,963,52.5,99.5
2025,7,25,金,おうとう,44800,,,1870,2093,55.1,90.4
2025,7,25,金,ぶどう計,45000,,,164708,2288,89.8,103.4
2025,7,25,金,いちご,46100,,,2115,2808,58.9,104.9
2025,7,25,金,メロン計,47000,,,263658,614,67.9,101.0
2025,7,25,金,すいか,48100,,,1346578,282,59.1,98.9
2025,7,25,金,バナナ,50100,,,602585,215,152.2,100.0
2025,7,25,金,パイナップル,50300,,,66976,287,68.1,102.5
2025,7,25,金,レモン,50400,,,37110,432,111.3,102.9
2025,7,25,金,オレンジ,50600,,,40725,387,107.1,100.0
2025,7,25,金,おうとう,50700,,,8033,1296,150.1,100.2
2025,7,25,金,キウイフルツ,50800,,,90450,699,59.0,105.3
2025,7,25,金,メロン,50850,,,1518,447,297.6,113.2
2025,7,26,土,みかん,40100,,,172457,1122,879.6,100.3
2025,7,26,土,りんご計,42000,,,158402,585,76.4,100.2
2025,7,26,土,日本なし計,43000,,,51559,789,77.3,91.4
2025,7,26,土,かき計,43500,,,356,983,15.2,114.0
2025,7,26,土,もも,44100,,,393424,1035,117.1,98.3
2025,7,26,土,すもも,44700,,,46242,981,117.7,101.9
2025,7,26,土,おうとう,44800,,,1360,2321,72.7,110.9
2025,7,26,土,ぶどう計,45000,,,178051,2197,108.1,96.0
2025,7,26,土,いちご,46100,,,2097,2902,99.1,103.3
2025,7,26,土,メロン計,47000,,,317317,587,120.4,95.6
2025,7,26,土,すいか,48100,,,1624598,277,120.6,98.2
2025,7,26,土,キウイフルツ,49300,,,6,313,−,−
2025,7,26,土,バナナ,50100,,,464512,214,77.1,99.5
2025,7,26,土,パイナップル,50300,,,95275,284,142.3,99.0
2025,7,26,土,レモン,50400,,,31704,409,85.4,94.7
2025,7,26,土,オレンジ,50600,,,72485,351,178.0,90.7
2025,7,26,土,おうとう,50700,,,4021,1187,50.1,91.6
2025,7,26,土,キウイフルツ,50800,,,134762,669,149.0,95.7
2025,7,26,土,メロン,50850,,,1688,430,111.2,96.2
2025,7,28,月,みかん,40100,,,119820,1105,69.5,98.5
2025,7,28,月,りんご計,42000,,,213200,569,134.6,97.3
2025,7,28,月,日本なし計,43000,,,150145,744,291.2,94.3
2025,7,28,月,かき計,43500,,,2375,692,667.1,70.4
2025,7,28,月,もも,44100,,,567968,989,144.4,95.6
2025,7,28,月,すもも,44700,,,50195,991,108.5,101.0
2025,7,28,月,おうとう,44800,,,1643,3564,120.8,153.6
2025,7,28,月,うめ,44950,,,160,236,−,−
2025,7,28,月,ぶどう計,45000,,,195508,2077,109.8,94.5
2025,7,28,月,いちご,46100,,,2563,2795,122.2,96.3
2025,7,28,月,メロン計,47000,,,321245,580,101.2,98.8
2025,7,28,月,すいか,48100,,,1842722,278,113.4,100.4
2025,7,28,月,バナナ,50100,,,619204,225,133.3,105.1
2025,7,28,月,パイナップル,50300,,,67119,291,70.4,102.5
2025,7,28,月,レモン,50400,,,32745,440,103.3,107.6
2025,7,28,月,オレンジ,50600,,,44321,380,61.1,108.3
2025,7,28,月,おうとう,50700,,,5586,1151,138.9,97.0
2025,7,28,月,キウイフルツ,50800,,,96909,672,71.9,100.4
2025,7,28,月,メロン,50850,,,2948,444,174.6,103.3
2025,7,29,火,みかん,40100,,,70341,1166,58.7,105.5
2025,7,29,火,りんご計,42000,,,141225,593,66.2,104.2
2025,7,29,火,日本なし計,43000,,,135071,724,90.0,97.3
2025,7,29,火,かき計,43500,,,229,1094,9.6,158.1
2025,7,29,火,もも,44100,,,467307,979,82.3,99.0
2025,7,29,火,すもも,44700,,,37750,997,75.2,100.6
2025,7,29,火,おうとう,44800,,,918,2235,55.9,62.7
2025,7,29,火,うめ,44950,,,150,1026,93.8,434.7
2025,7,29,火,ぶどう計,45000,,,207994,2015,106.4,97.0
2025,7,29,火,いちご,46100,,,1997,2860,77.9,102.3
2025,7,29,火,メロン計,47000,,,294915,556,91.8,95.9
2025,7,29,火,すいか,48100,,,1590928,271,86.3,97.5
2025,7,29,火,バナナ,50100,,,563149,210,90.9,93.3
2025,7,29,火,パイナップル,50300,,,81908,282,122.0,96.9
2025,7,29,火,レモン,50400,,,44483,390,135.8,88.6
2025,7,29,火,オレンジ,50600,,,41059,376,92.6,98.9
2025,7,29,火,おうとう,50700,,,5656,1178,101.3,102.3
2025,7,29,火,キウイフルツ,50800,,,152595,605,157.5,90.0
2025,7,29,火,メロン,50850,,,2023,496,68.6,111.7
2025,7,31,木,みかん,40100,,,170394,1124,242.2,96.4
2025,7,31,木,りんご計,42000,,,177063,598,125.4,100.8
2025,7,31,木,日本なし計,43000,,,267097,701,197.7,96.8
2025,7,31,木,かき計,43500,,,207,1739,90.4,159.0
2025,7,31,木,もも,44100,,,714126,930,152.8,95.0
2025,7,31,木,すもも,44700,,,48868,961,129.5,96.4
2025,7,31,木,おうとう,44800,,,1049,5042,114.3,225.6
2025,7,31,木,ぶどう計,45000,,,240284,1985,115.5,98.5
2025,7,31,木,いちご,46100,,,2979,2847,149.2,99.5
2025,7,31,木,メロン計,47000,,,381001,544,129.2,97.8
2025,7,31,木,すいか,48100,,,2168162,265,136.3,97.8
2025,7,31,木,バナナ,50100,,,568758,252,101.0,120.0
2025,7,31,木,パイナップル,50300,,,81850,273,99.9,96.8
2025,7,31,木,レモン,50400,,,61883,419,139.1,107.4
2025,7,31,木,オレンジ,50600,,,46904,395,114.2,105.1
2025,7,31,木,おうとう,50700,,,5035,1180,89.0,100.2
2025,7,31,木,キウイフルツ,50800,,,242374,653,158.8,107.9
2025,7,31,木,メロン,50850,,,2522,483,124.7,97.4
2025,8,1,金,みかん,40100,,,45305,1081,26.6,96.2
2025,8,1,金,りんご計,42000,,,167965,605,94.9,101.2
2025,8,1,金,日本なし計,43000,,,174982,682,65.5,97.3
2025,8,1,金,かき計,43500,,,2437,820,1177.3,47.2
2025,8,1,金,もも,44100,,,441394,907,61.8,97.5
2025,8,1,金,すもも,44700,,,34297,947,70.2,98.5
2025,8,1,金,おうとう,44800,,,577,2105,55.0,41.7
2025,8,1,金,ぶどう計,45000,,,246542,1977,102.6,99.6
2025,8,1,金,いちご,46100,,,1743,2924,58.5,102.7
2025,8,1,金,メロン計,47000,,,263768,540,69.2,99.3
2025,8,1,金,すいか,48100,,,1385490,272,63.9,102.6
2025,8,1,金,バナナ,50100,,,319300,199,56.1,79.0
2025,8,1,金,パイナップル,50300,,,58715,268,71.7,98.2
2025,8,1,金,レモン,50400,,,26642,427,43.1,101.9
2025,8,1,金,オレンジ,50600,,,86856,328,185.2,83.0
2025,8,1,金,おうとう,50700,,,3503,1142,69.6,96.8
2025,8,1,金,キウイフルツ,50800,,,127695,731,52.7,111.9
2025,8,1,金,メロン,50850,,,1210,398,48.0,82.4
2025,8,2,土,みかん,40100,,,172156,1107,379.8,102.8
2025,8,2,土,りんご計,42000,,,130005,600,77.4,99.2
2025,8,2,土,日本なし計,43000,,,277102,735,158.4,107.8
2025,8,2,土,かき計,43500,,,518,1141,21.3,139.1
2025,8,2,土,もも,44100,,,506592,891,114.8,98.2
2025,8,2,土,すもも,44700,,,42519,952,124.0,100.5
2025,8,2,土,おうとう,44800,,,693,1936,118.5,83.1
2025,8,2,土,ぶどう計,45000,,,251506,1952,102.0,98.7
2025,8,2,土,いちご,46100,,,1796,2878,103.0,98.4
2025,8,2,土,メロン計,47000,,,306861,538,116.3,99.6
2025,8,2,土,すいか,48100,,,1420692,264,102.5,97.1
2025,8,2,土,バナナ,50100,,,406561,212,127.3,106.5
2025,8,2,土,パイナップル,50300,,,93223,274,158.8,102.2
2025,8,2,土,レモン,50400,,,29169,362,109.5,84.8
2025,8,2,土,オレンジ,50600,,,59365,353,68.3,107.6
2025,8,2,土,おうとう,50700,,,2490,1245,71.1,109.0
2025,8,2,土,キウイフルツ,50800,,,91059,706,71.3,96.6
2025,8,2,土,メロン,50850,,,3088,307,255.2,77.1
2025,8,4,月,みかん,40100,,,161560,1092,93.8,98.6
2025,8,4,月,りんご計,42000,,,222263,618,171.0,103.0
2025,8,4,月,日本なし計,43000,,,515510,705,186.0,95.9
2025,8,4,月,かき計,43500,,,3593,878,693.6,77.0
2025,8,4,月,もも,44100,,,756002,849,149.2,95.3
2025,8,4,月,すもも,44700,,,52172,934,122.7,98.1
2025,8,4,月,おうとう,44800,,,735,3632,106.1,187.6
2025,8,4,月,ぶどう計,45000,,,326901,1857,130.0,95.1
2025,8,4,月,いちご,46100,,,2215,2889,123.3,100.4
2025,8,4,月,メロン計,47000,,,412302,534,134.4,99.3
2025,8,4,月,すいか,48100,,,1760319,263,123.9,99.6
2025,8,4,月,バナナ,50100,,,441094,223,108.5,105.2
2025,8,4,月,パイナップル,50300,,,70990,280,76.2,102.2
2025,8,4,月,レモン,50400,,,28469,431,97.6,119.1
2025,8,4,月,オレンジ,50600,,,45418,370,76.5,104.8
2025,8,4,月,おうとう,50700,,,1721,1255,69.1,100.8
2025,8,4,月,キウイフルツ,50800,,,88294,699,97.0,99.0
2025,8,4,月,メロン,50850,,,1753,408,56.8,132.9
2025,8,5,火,みかん,40100,,,82671,1122,51.2,102.7
2025,8,5,火,りんご計,42000,,,172529,625,77.6,101.1
2025,8,5,火,日本なし計,43000,,,353575,713,68.6,101.1
2025,8,5,火,かき計,43500,,,305,1268,8.5,144.4
2025,8,5,火,もも,44100,,,520366,859,68.8,101.2
2025,8,5,火,すもも,44700,,,45265,942,86.8,100.9
2025,8,5,火,おうとう,44800,,,327,2819,44.5,77.6
2025,8,5,火,ぶどう計,45000,,,312097,1887,95.5,101.6
2025,8,5,火,いちご,46100,,,1970,2874,88.9,99.5
2025,8,5,火,メロン計,47000,,,306244,537,74.3,100.6
2025,8,5,火,すいか,48100,,,1227527,269,69.7,102.3
2025,8,5,火,バナナ,50100,,,352968,203,80.0,91.0
2025,8,5,火,パイナップル,50300,,,73830,272,104.0,97.1
2025,8,5,火,レモン,50400,,,40255,406,141.4,94.2
2025,8,5,火,オレンジ,50600,,,40216,348,88.5,94.1
2025,8,5,火,おうとう,50700,,,1404,1245,81.6,99.2
2025,8,5,火,キウイフルツ,50800,,,54847,677,62.1,96.9
2025,8,5,火,メロン,50850,,,929,318,53.0,77.9
2025,8,7,木,みかん,40100,,,213715,1090,258.5,97.1
2025,8,7,木,りんご計,42000,,,255842,606,148.3,97.0
2025,8,7,木,日本なし計,43000,,,717513,711,202.9,99.7
2025,8,7,木,かき計,43500,,,468,1300,153.4,102.5
2025,8,7,木,もも,44100,,,786326,836,151.1,97.3
2025,8,7,木,すもも,44700,,,70930,939,156.7,99.7
2025,8,7,木,おうとう,44800,,,142,1686,43.4,59.8
2025,8,7,木,ぶどう計,45000,,,454215,1791,145.5,94.9
2025,8,7,木,いちご,46100,,,2770,2907,140.6,101.1
2025,8,7,木,メロン計,47000,,,436693,561,142.6,104.5
2025,8,7,木,すいか,48100,,,1977970,270,161.1,100.4
2025,8,7,木,バナナ,50100,,,392466,220,111.2,108.4
2025,8,7,木,パイナップル,50300,,,82650,281,111.9,103.3
2025,8,7,木,レモン,50400,,,32377,435,80.4,107.1
2025,8,7,木,オレンジ,50600,,,39604,361,98.5,103.7
2025,8,7,木,おうとう,50700,,,1193,1220,85.0,98.0
2025,8,7,木,キウイフルツ,50800,,,78484,712,143.1,105.2
2025,8,7,木,メロン,50850,,,2320,449,249.7,141.2
2025,8,8,金,みかん,40100,,,27231,1037,12.7,95.1
2025,8,8,金,りんご計,42000,,,188572,638,73.7,105.3
2025,8,8,金,日本なし計,43000,,,403157,711,56.2,100.0
2025,8,8,金,かき計,43500,,,4456,858,952.1,66.0
2025,8,8,金,もも,44100,,,437336,838,55.6,100.2
2025,8,8,金,すもも,44700,,,48719,942,68.7,100.3
2025,8,8,金,おうとう,44800,,,43,1457,30.3,86.4
2025,8,8,金,ぶどう計,45000,,,345878,1844,76.1,103.0
2025,8,8,金,いちご,46100,,,1510,2932,54.5,100.9
2025,8,8,金,メロン計,47000,,,304732,565,69.8,100.7
2025,8,8,金,すいか,48100,,,1073689,266,54.3,98.5
2025,8,8,金,バナナ,50100,,,646767,218,164.8,99.1
2025,8,8,金,パイナップル,50300,,,94486,275,114.3,97.9
2025,8,8,金,レモン,50400,,,53829,403,166.3,92.6
2025,8,8,金,オレンジ,50600,,,48153,378,121.6,104.7
2025,8,8,金,おうとう,50700,,,598,1206,50.1,98.9
2025,8,8,金,キウイフルツ,50800,,,150422,695,191.7,97.6
2025,8,8,金,メロン,50850,,,2621,530,113.0,118.0
2025,8,9,土,みかん,40100,,,152663,1126,560.6,108.6
2025,8,9,土,りんご計,42000,,,216918,585,115.0,91.7
2025,8,9,土,日本なし計,43000,,,462910,706,114.8,99.3
2025,8,9,土,かき計,43500,,,2548,665,57.2,77.5
2025,8,9,土,もも,44100,,,487426,858,111.5,102.4
2025,8,9,土,すもも,44700,,,55174,939,113.2,99.7
2025,8,9,土,おうとう,44800,,,188,1334,437.2,91.6
2025,8,9,土,ぶどう計,45000,,,389479,1874,112.6,101.6
2025,8,9,土,いちご,46100,,,1708,2984,113.1,101.8
2025,8,9,土,メロン計,47000,,,327634,542,107.5,95.9
2025,8,9,土,すいか,48100,,,1069550,258,99.6,97.0
2025,8,9,土,バナナ,50100,,,409121,212,63.3,97.2
2025,8,9,土,パイナップル,50300,,,117298,274,124.1,99.6
2025,8,9,土,レモン,50400,,,41423,413,77.0,102.5
2025,8,9,土,オレンジ,50600,,,73031,351,151.7,92.9
2025,8,9,土,おうとう,50700,,,1244,2100,208.0,174.1
2025,8,9,土,キウイフルツ,50800,,,111611,720,74.2,103.6
2025,8,9,土,メロン,50850,,,1984,506,75.7,95.5
2025,8,11,月,みかん,40100,,,94951,1078,62.2,95.7
2025,8,11,月,りんご計,42000,,,199296,557,91.9,95.2
2025,8,11,月,日本なし計,43000,,,840981,698,181.7,98.9
2025,8,11,月,かき計,43500,,,7264,840,285.1,126.3
2025,8,11,月,もも,44100,,,691032,833,141.8,97.1
2025,8,11,月,すもも,44700,,,84909,865,153.9,92.1
2025,8,11,月,おうとう,44800,,,74,1586,39.4,118.9
2025,8,11,月,うめ,44950,,,60,218,−,−
2025,8,11,月,ぶどう計,45000,,,566436,1724,145.4,92.0
2025,8,11,月,いちご,46100,,,2222,2800,130.1,93.8
2025,8,11,月,メロン計,47000,,,305878,525,93.4,96.9
2025,8,11,月,すいか,48100,,,1249194,246,116.8,95.3
2025,8,11,月,バナナ,50100,,,441512,237,107.9,111.8
2025,8,11,月,パイナップル,50300,,,90683,284,77.3,103.6
2025,8,11,月,レモン,50400,,,48440,440,116.9,106.5
2025,8,11,月,オレンジ,50600,,,35562,366,48.7,104.3
2025,8,11,月,おうとう,50700,,,1517,1294,121.9,61.6
2025,8,11,月,キウイフルツ,50800,,,99668,698,89.3,96.9
2025,8,11,月,メロン,50850,,,2549,467,128.5,92.3
2025,8,12,火,みかん,40100,,,23856,974,25.1,90.4
2025,8,12,火,りんご計,42000,,,157851,558,79.2,100.2
2025,8,12,火,日本なし計,43000,,,420174,677,50.0,97.0
2025,8,12,火,かき計,43500,,,2588,853,35.6,101.5
2025,8,12,火,もも,44100,,,433396,844,62.7,101.3
2025,8,12,火,すもも,44700,,,70648,834,83.2,96.4
2025,8,12,火,おうとう,44800,,,18,2100,24.3,132.4
2025,8,12,火,ぶどう計,45000,,,393989,1745,69.6,101.2
2025,8,12,火,いちご,46100,,,1708,2835,76.9,101.3
2025,8,12,火,メロン計,47000,,,248405,475,81.2,90.5
2025,8,12,火,すいか,48100,,,787755,239,63.1,97.2
2025,8,12,火,バナナ,50100,,,592051,211,134.1,89.0
2025,8,12,火,パイナップル,50300,,,79270,274,87.4,96.5
2025,8,12,火,レモン,50400,,,37432,439,77.3,99.8
2025,8,12,火,オレンジ,50600,,,52740,361,148.3,98.6
2025,8,12,火,おうとう,50700,,,659,1395,43.4,107.8
2025,8,12,火,キウイフルツ,50800,,,72993,691,73.2,99.0
2025,8,12,火,メロン,50850,,,2053,412,80.5,88.2
2025,8,14,木,みかん,40100,,,177,1371,0.2,127.2
2025,8,14,木,りんご計,42000,,,2050,636,1.0,114.2
2025,8,14,木,もも,44100,,,980,649,0.1,77.9
2025,8,14,木,すもも,44700,,,160,1166,0.2,134.8
2025,8,14,木,ぶどう計,45000,,,228,904,0.0,52.4
2025,8,14,木,メロン計,47000,,,1173,348,0.4,66.3
2025,8,14,木,すいか,48100,,,6636,190,0.5,77.2
2025,8,14,木,バナナ,50100,,,8998,275,2.0,116.0
2025,8,14,木,パイナップル,50300,,,2010,357,2.2,125.7
2025,8,14,木,レモン,50400,,,481,454,1.0,103.2
2025,8,14,木,オレンジ,50600,,,663,381,1.9,104.1
2025,8,14,木,キウイフルツ,50800,,,422,797,0.4,114.2
2025,8,14,木,メロン,50850,,,42,602,1.6,128.9
2025,8,15,金,みかん,40100,,,541,746,305.6,54.4
2025,8,15,金,りんご計,42000,,,1440,572,70.2,89.9
2025,8,15,金,日本なし計,43000,,,540,444,−,−
2025,8,15,金,ぶどう計,45000,,,912,904,400.0,100.0
2025,8,15,金,メロン計,47000,,,765,255,65.2,73.3
2025,8,15,金,すいか,48100,,,3912,146,59.0,76.8
2025,8,15,金,バナナ,50100,,,9288,272,103.2,98.9
2025,8,15,金,パイナップル,50300,,,1880,316,93.5,88.5
2025,8,15,金,レモン,50400,,,912,641,189.6,141.2
2025,8,15,金,オレンジ,50600,,,2193,381,330.8,100.0
2025,8,15,金,キウイフルツ,50800,,,387,784,91.7,98.4
2025,8,15,金,メロン,50850,,,14,602,33.3,100.0
2025,8,16,土,みかん,40100,,,7929,887,1465.6,118.9
2025,8,16,土,りんご計,42000,,,115696,536,8034.4,93.7
2025,8,16,土,日本なし計,43000,,,808924,597,******,134.5
2025,8,16,土,かき計,43500,,,5101,966,−,−
2025,8,16,土,もも,44100,,,707446,806,−,−
2025,8,16,土,すもも,44700,,,66978,880,−,−
2025,8,16,土,ぶどう計,45000,,,322366,1662,******,183.8
2025,8,16,土,いちご,46100,,,3791,2845,−,−
2025,8,16,土,メロン計,47000,,,183469,510,******,200.0
2025,8,16,土,すいか,48100,,,918528,260,******,178.1
2025,8,16,土,バナナ,50100,,,693581,217,7467.5,79.8
2025,8,16,土,パイナップル,50300,,,172403,278,9170.4,88.0
2025,8,16,土,レモン,50400,,,49551,402,5433.2,62.7
2025,8,16,土,オレンジ,50600,,,56541,356,2578.2,93.4
2025,8,16,土,おうとう,50700,,,114,1548,−,−
2025,8,16,土,キウイフルツ,50800,,,119716,703,******,89.7
2025,8,16,土,メロン,50850,,,2541,472,******,78.4
2025,8,18,月,みかん,40100,,,11669,832,147.2,93.8
2025,8,18,月,りんご計,42000,,,167330,485,144.6,90.5
2025,8,18,月,日本なし計,43000,,,632336,556,78.2,93.1
2025,8,18,月,かき計,43500,,,2406,782,47.2,81.0
2025,8,18,月,もも,44100,,,386324,783,54.6,97.1
2025,8,18,月,すもも,44700,,,63410,856,94.7,97.3
2025,8,18,月,ぶどう計,45000,,,335105,1572,104.0,94.6
2025,8,18,月,いちご,46100,,,1938,2854,51.1,100.3
2025,8,18,月,メロン計,47000,,,150354,530,82.0,103.9
2025,8,18,月,すいか,48100,,,661095,244,72.0,93.8
2025,8,18,月,バナナ,50100,,,470713,226,67.9,104.1
2025,8,18,月,パイナップル,50300,,,64942,289,37.7,104.0
2025,8,18,月,レモン,50400,,,36388,431,73.4,107.2
2025,8,18,月,オレンジ,50600,,,43444,349,76.8,98.0
2025,8,18,月,おうとう,50700,,,34,1572,29.8,101.6
2025,8,18,月,キウイフルツ,50800,,,70008,717,58.5,102.0
2025,8,18,月,メロン,50850,,,3030,441,119.2,93.4
2025,8,19,火,みかん,40100,,,32169,1018,275.7,122.4
2025,8,19,火,りんご計,42000,,,198372,519,118.6,107.0
2025,8,19,火,日本なし計,43000,,,477081,544,75.4,97.8
2025,8,19,火,かき計,43500,,,7833,904,325.6,115.6
2025,8,19,火,もも,44100,,,270565,827,70.0,105.6
2025,8,19,火,すもも,44700,,,57868,838,91.3,97.9
2025,8,19,火,ぶどう計,45000,,,358201,1573,106.9,100.1
2025,8,19,火,いちご,46100,,,1132,2806,58.4,98.3
2025,8,19,火,メロン計,47000,,,167722,485,111.6,91.5
2025,8,19,火,すいか,48100,,,666829,241,100.9,98.8
2025,8,19,火,バナナ,50100,,,360038,209,76.5,92.5
2025,8,19,火,パイナップル,50300,,,74724,257,115.1,88.9
2025,8,19,火,レモン,50400,,,32320,389,88.8,90.3
2025,8,19,火,オレンジ,50600,,,39844,367,91.7,105.2
2025,8,19,火,おうとう,50700,,,141,2351,414.7,149.6
2025,8,19,火,キウイフルツ,50800,,,74995,692,107.1,96.5
2025,8,19,火,メロン,50850,,,4699,439,155.1,99.5
2025,8,21,木,みかん,40100,,,83699,944,260.2,92.7
2025,8,21,木,りんご計,42000,,,337929,496,170.4,95.6
2025,8,21,木,日本なし計,43000,,,753661,543,158.0,99.8
2025,8,21,木,かき計,43500,,,4452,1014,56.8,112.2
2025,8,21,木,もも,44100,,,378488,796,139.9,96.3
2025,8,21,木,すもも,44700,,,58662,805,101.4,96.1
2025,8,21,木,おうとう,44800,,,9,3831,−,−
2025,8,21,木,ぶどう計,45000,,,400797,1551,111.9,98.6
2025,8,21,木,くり,45700,,,16,662,−,−
2025,8,21,木,いちご,46100,,,1868,3047,165.0,108.6
2025,8,21,木,メロン計,47000,,,194879,516,116.2,106.4
2025,8,21,木,すいか,48100,,,725177,245,108.8,101.7
2025,8,21,木,バナナ,50100,,,576318,247,160.1,118.2
2025,8,21,木,パイナップル,50300,,,78446,281,105.0,109.3
2025,8,21,木,レモン,50400,,,34409,445,106.5,114.4
2025,8,21,木,オレンジ,50600,,,54563,358,136.9,97.5
2025,8,21,木,おうとう,50700,,,74,1638,52.5,69.7
2025,8,21,木,キウイフルツ,50800,,,120800,701,161.1,101.3
2025,8,21,木,メロン,50850,,,4349,437,92.6,99.5
2025,8,22,金,みかん,40100,,,18758,899,22.4,95.2
2025,8,22,金,りんご計,42000,,,237169,485,70.2,97.8
2025,8,22,金,日本なし計,43000,,,474963,542,63.0,99.8
2025,8,22,金,かき計,43500,,,5282,803,118.6,79.2
2025,8,22,金,もも,44100,,,216802,784,57.3,98.5
2025,8,22,金,すもも,44700,,,42018,821,71.6,102.0
2025,8,22,金,ぶどう計,45000,,,366982,1536,91.6,99.0
2025,8,22,金,くり,45700,,,96,958,600.0,144.7
2025,8,22,金,いちご,46100,,,1146,3029,61.3,99.4
2025,8,22,金,メロン計,47000,,,163702,490,84.0,95.0
2025,8,22,金,すいか,48100,,,444327,237,61.3,96.7
