年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2022,5,7,土,おうとう,44800,,,3363,8075,54.9,93.5
2022,5,7,土,うめ,44950,,,213,920,687.1,362.2
2022,5,7,土,ぶどう計,45000,,,3083,4973,84.0,101.8
2022,5,7,土,いちご,46100,,,252194,1084,37.6,103.4
2022,5,7,土,メロン計,47000,,,268492,743,54.4,103.3
2022,5,7,土,すいか,48100,,,251039,382,25.7,106.7
2022,5,7,土,バナナ,50100,,,579214,187,49.1,104.5
2022,5,7,土,パイナップル,50300,,,155370,211,75.5,107.1
2022,5,7,土,レモン,50400,,,60980,383,153.0,95.0
2022,5,7,土,オレンジ,50600,,,124481,354,129.3,98.9
2022,5,7,土,輸入おうとう,50700,,,3816,2391,233.0,99.5
2022,5,7,土,輸入キウイ,50800,,,146269,660,65.4,104.8
2022,5,7,土,輸入メロン,50850,,,5268,342,122.9,112.9
2022,5,9,月,みかん,40100,,,7728,2156,72.4,102.7
2022,5,9,月,はっさく,41321,,,6570,225,406.1,81.5
2022,5,9,月,りんご計,42000,,,462550,424,120.9,103.9
2022,5,9,月,びわ,43900,,,13014,1979,97.3,94.6
2022,5,9,月,もも,44100,,,4294,3933,120.3,103.1
2022,5,9,月,すもも,44700,,,55,1673,392.9,66.1
2022,5,9,月,おうとう,44800,,,3126,6934,93.0,85.9
2022,5,9,月,うめ,44950,,,1497,691,702.8,75.1
2022,5,9,月,ぶどう計,45000,,,5303,4366,172.0,87.8
2022,5,9,月,いちご,46100,,,382324,1044,151.6,96.3
2022,5,9,月,メロン計,47000,,,335081,668,124.8,89.9
2022,5,9,月,すいか,48100,,,706704,352,281.5,92.1
2022,5,9,月,バナナ,50100,,,621051,196,107.2,104.8
2022,5,9,月,パイナップル,50300,,,113377,205,73.0,97.2
2022,5,9,月,レモン,50400,,,52868,380,86.7,99.2
2022,5,9,月,オレンジ,50600,,,64850,363,52.1,102.5
2022,5,9,月,輸入おうとう,50700,,,2830,2314,74.2,96.8
2022,5,9,月,輸入キウイ,50800,,,183965,662,125.8,100.3
2022,5,9,月,輸入メロン,50850,,,4311,327,81.8,95.6
2022,5,10,火,みかん,40100,,,6077,1776,78.6,82.4
2022,5,10,火,はっさく,41321,,,11423,227,173.9,100.9
2022,5,10,火,りんご計,42000,,,311765,434,67.4,102.4
2022,5,10,火,びわ,43900,,,4598,1941,35.3,98.1
2022,5,10,火,もも,44100,,,3531,3792,82.2,96.4
2022,5,10,火,すもも,44700,,,67,1454,121.8,86.9
2022,5,10,火,おうとう,44800,,,4057,6325,129.8,91.2
2022,5,10,火,うめ,44950,,,2959,587,197.7,84.9
2022,5,10,火,ぶどう計,45000,,,2543,4800,48.0,109.9
2022,5,10,火,いちご,46100,,,213401,1066,55.8,102.1
2022,5,10,火,メロン計,47000,,,207116,682,61.8,102.1
2022,5,10,火,すいか,48100,,,399436,349,56.5,99.1
2022,5,10,火,バナナ,50100,,,584406,174,94.1,88.8
2022,5,10,火,パイナップル,50300,,,84476,206,74.5,100.5
2022,5,10,火,レモン,50400,,,58249,367,110.2,96.6
2022,5,10,火,オレンジ,50600,,,94439,353,145.6,97.2
2022,5,10,火,輸入おうとう,50700,,,2346,2278,82.9,98.4
2022,5,10,火,輸入キウイ,50800,,,145887,662,79.3,100.0
2022,5,10,火,輸入メロン,50850,,,5616,274,130.3,83.8
2022,5,12,木,みかん,40100,,,16859,1904,277.4,107.2
2022,5,12,木,はっさく,41321,,,6260,246,54.8,108.4
2022,5,12,木,りんご計,42000,,,521237,439,167.2,101.2
2022,5,12,木,びわ,43900,,,16607,1902,361.2,98.0
2022,5,12,木,もも,44100,,,5117,3671,144.9,96.8
2022,5,12,木,すもも,44700,,,131,2181,195.5,150.0
2022,5,12,木,おうとう,44800,,,3228,6254,79.6,98.9
2022,5,12,木,うめ,44950,,,8371,671,282.9,114.3
2022,5,12,木,ぶどう計,45000,,,7335,4080,288.4,85.0
2022,5,12,木,いちご,46100,,,356707,1010,167.2,94.7
2022,5,12,木,メロン計,47000,,,359307,649,173.5,95.2
2022,5,12,木,すいか,48100,,,697266,349,174.6,100.0
2022,5,12,木,バナナ,50100,,,638045,195,109.2,112.1
2022,5,12,木,パイナップル,50300,,,144349,211,170.9,102.4
2022,5,12,木,レモン,50400,,,38674,420,66.4,114.4
2022,5,12,木,オレンジ,50600,,,97545,352,103.3,99.7
2022,5,12,木,輸入おうとう,50700,,,4511,2203,192.3,96.7
2022,5,12,木,輸入キウイ,50800,,,169011,664,115.9,100.3
2022,5,12,木,輸入メロン,50850,,,4037,362,71.9,132.1
2022,5,13,金,みかん,40100,,,5443,1816,32.3,95.4
2022,5,13,金,はっさく,41321,,,6632,281,105.9,114.2
2022,5,13,金,りんご計,42000,,,348071,431,66.8,98.2
2022,5,13,金,びわ,43900,,,4645,1643,28.0,86.4
2022,5,13,金,もも,44100,,,2013,3874,39.3,105.5
2022,5,13,金,すもも,44700,,,82,1469,62.6,67.4
2022,5,13,金,おうとう,44800,,,3679,5962,114.0,95.3
2022,5,13,金,うめ,44950,,,7348,651,87.8,97.0
2022,5,13,金,ぶどう計,45000,,,5448,3613,74.3,88.6
2022,5,13,金,いちご,46100,,,185710,1021,52.1,101.1
2022,5,13,金,メロン計,47000,,,224250,653,62.4,100.6
2022,5,13,金,すいか,48100,,,459654,348,65.9,99.7
2022,5,13,金,バナナ,50100,,,623606,163,97.7,83.6
2022,5,13,金,パイナップル,50300,,,121065,196,83.9,92.9
2022,5,13,金,レモン,50400,,,41488,381,107.3,90.7
2022,5,13,金,オレンジ,50600,,,96054,333,98.5,94.6
2022,5,13,金,輸入おうとう,50700,,,3276,2241,72.6,101.7
2022,5,13,金,輸入キウイ,50800,,,132190,653,78.2,98.3
2022,5,13,金,輸入メロン,50850,,,3247,331,80.4,91.4
2022,5,14,土,みかん,40100,,,12447,1766,228.7,97.2
2022,5,14,土,はっさく,41321,,,1395,246,21.0,87.5
2022,5,14,土,りんご計,42000,,,348099,442,100.0,102.6
2022,5,14,土,びわ,43900,,,11491,1777,247.4,108.2
2022,5,14,土,もも,44100,,,4512,3317,224.1,85.6
2022,5,14,土,すもも,44700,,,161,2432,196.3,165.6
2022,5,14,土,おうとう,44800,,,3691,6007,100.3,100.8
2022,5,14,土,うめ,44950,,,6801,617,92.6,94.8
2022,5,14,土,ぶどう計,45000,,,8922,3700,163.8,102.4
2022,5,14,土,いちご,46100,,,218855,1019,117.8,99.8
2022,5,14,土,メロン計,47000,,,259448,626,115.7,95.9
2022,5,14,土,すいか,48100,,,555126,339,120.8,97.4
2022,5,14,土,バナナ,50100,,,562235,171,90.2,104.9
2022,5,14,土,パイナップル,50300,,,151236,214,124.9,109.2
2022,5,14,土,レモン,50400,,,51179,363,123.4,95.3
2022,5,14,土,オレンジ,50600,,,121910,332,126.9,99.7
2022,5,14,土,輸入おうとう,50700,,,3616,2229,110.4,99.5
2022,5,14,土,輸入キウイ,50800,,,104134,673,78.8,103.1
2022,5,14,土,輸入メロン,50850,,,3687,339,113.6,102.4
2022,5,16,月,みかん,40100,,,19415,1830,156.0,103.6
2022,5,16,月,はっさく,41321,,,8680,275,622.2,111.8
2022,5,16,月,りんご計,42000,,,457485,455,131.4,102.9
2022,5,16,月,びわ,43900,,,12716,1752,110.7,98.6
2022,5,16,月,もも,44100,,,4484,3290,99.4,99.2
2022,5,16,月,すもも,44700,,,261,2035,162.1,83.7
2022,5,16,月,おうとう,44800,,,3203,5779,86.8,96.2
2022,5,16,月,うめ,44950,,,15443,622,227.1,100.8
2022,5,16,月,ぶどう計,45000,,,11181,3686,125.3,99.6
2022,5,16,月,いちご,46100,,,319666,971,146.1,95.3
2022,5,16,月,メロン計,47000,,,290778,616,112.1,98.4
2022,5,16,月,すいか,48100,,,753889,326,135.8,96.2
2022,5,16,月,バナナ,50100,,,609498,178,108.4,104.1
2022,5,16,月,パイナップル,50300,,,100377,205,66.4,95.8
2022,5,16,月,レモン,50400,,,34842,384,68.1,105.8
2022,5,16,月,オレンジ,50600,,,74990,345,61.5,103.9
2022,5,16,月,輸入おうとう,50700,,,4036,2130,111.6,95.6
2022,5,16,月,輸入キウイ,50800,,,123540,662,118.6,98.4
2022,5,16,月,輸入メロン,50850,,,3777,344,102.4,101.5
2022,5,17,火,みかん,40100,,,13983,1743,72.0,95.2
2022,5,17,火,はっさく,41321,,,4030,225,46.4,81.8
2022,5,17,火,りんご計,42000,,,331867,469,72.5,103.1
2022,5,17,火,びわ,43900,,,5958,1629,46.9,93.0
2022,5,17,火,もも,44100,,,4843,3108,108.0,94.5
2022,5,17,火,すもも,44700,,,162,1451,62.1,71.3
2022,5,17,火,おうとう,44800,,,3532,5801,110.3,100.4
2022,5,17,火,うめ,44950,,,21070,595,136.4,95.7
2022,5,17,火,ぶどう計,45000,,,9381,3607,83.9,97.9
2022,5,17,火,いちご,46100,,,186178,990,58.2,102.0
2022,5,17,火,メロン計,47000,,,224548,608,77.2,98.7
2022,5,17,火,すいか,48100,,,481475,323,63.9,99.1
2022,5,17,火,バナナ,50100,,,412422,173,67.7,97.2
2022,5,17,火,パイナップル,50300,,,85066,209,84.7,102.0
2022,5,17,火,レモン,50400,,,32913,402,94.5,104.7
2022,5,17,火,オレンジ,50600,,,80852,352,107.8,102.0
2022,5,17,火,輸入おうとう,50700,,,5403,2040,133.9,95.8
2022,5,17,火,輸入キウイ,50800,,,91642,644,74.2,97.3
2022,5,17,火,輸入メロン,50850,,,2502,247,66.2,71.8
2022,5,19,木,みかん,40100,,,32060,1704,229.3,97.8
2022,5,19,木,はっさく,41321,,,6770,241,168.0,107.1
2022,5,19,木,りんご計,42000,,,462869,463,139.5,98.7
2022,5,19,木,びわ,43900,,,18753,1604,314.8,98.5
2022,5,19,木,もも,44100,,,7398,2949,152.8,94.9
2022,5,19,木,すもも,44700,,,491,1767,303.1,121.8
2022,5,19,木,おうとう,44800,,,4181,5591,118.4,96.4
2022,5,19,木,うめ,44950,,,24778,596,117.6,100.2
2022,5,19,木,ぶどう計,45000,,,15826,3306,168.7,91.7
2022,5,19,木,いちご,46100,,,289289,916,155.4,92.5
2022,5,19,木,メロン計,47000,,,330393,583,147.1,95.9
2022,5,19,木,すいか,48100,,,853496,323,177.3,100.0
2022,5,19,木,バナナ,50100,,,478583,196,116.0,113.3
2022,5,19,木,パイナップル,50300,,,119732,216,140.8,103.3
2022,5,19,木,レモン,50400,,,31208,415,94.8,103.2
2022,5,19,木,オレンジ,50600,,,92129,343,113.9,97.4
2022,5,19,木,輸入おうとう,50700,,,4888,2020,90.5,99.0
2022,5,19,木,輸入キウイ,50800,,,95336,666,104.0,103.4
2022,5,19,木,輸入メロン,50850,,,3638,342,145.4,138.5
2022,5,20,金,みかん,40100,,,11119,1776,34.7,104.2
2022,5,20,金,はっさく,41321,,,1310,243,19.4,100.8
2022,5,20,金,りんご計,42000,,,378680,458,81.8,98.9
2022,5,20,金,びわ,43900,,,11678,1478,62.3,92.1
2022,5,20,金,もも,44100,,,3325,2954,44.9,100.2
2022,5,20,金,すもも,44700,,,292,1538,59.5,87.0
2022,5,20,金,おうとう,44800,,,3605,5672,86.2,101.4
2022,5,20,金,うめ,44950,,,38833,654,156.7,109.7
2022,5,20,金,ぶどう計,45000,,,12487,3127,78.9,94.6
2022,5,20,金,いちご,46100,,,118431,958,40.9,104.6
2022,5,20,金,メロン計,47000,,,252930,578,76.6,99.1
2022,5,20,金,すいか,48100,,,464792,317,54.5,98.1
2022,5,20,金,バナナ,50100,,,535777,174,112.0,88.8
2022,5,20,金,パイナップル,50300,,,116465,201,97.3,93.1
2022,5,20,金,レモン,50400,,,44704,391,143.2,94.2
2022,5,20,金,オレンジ,50600,,,75534,341,82.0,99.4
2022,5,20,金,輸入おうとう,50700,,,5909,2071,120.9,102.5
2022,5,20,金,輸入キウイ,50800,,,138638,641,145.4,96.2
2022,5,20,金,輸入メロン,50850,,,4252,323,116.9,94.4
2022,5,21,土,みかん,40100,,,37016,1501,332.9,84.5
2022,5,21,土,はっさく,41321,,,540,277,41.2,114.0
2022,5,21,土,りんご計,42000,,,397644,461,105.0,100.7
2022,5,21,土,びわ,43900,,,14041,1563,120.2,105.8
2022,5,21,土,もも,44100,,,6615,2770,198.9,93.8
2022,5,21,土,すもも,44700,,,928,1578,317.8,102.6
2022,5,21,土,おうとう,44800,,,4486,5376,124.4,94.8
2022,5,21,土,うめ,44950,,,47517,657,122.4,100.5
2022,5,21,土,ぶどう計,45000,,,17721,3162,141.9,101.1
2022,5,21,土,いちご,46100,,,149493,971,126.2,101.4
2022,5,21,土,メロン計,47000,,,270267,585,106.9,101.2
2022,5,21,土,すいか,48100,,,470737,323,101.3,101.9
2022,5,21,土,バナナ,50100,,,507262,190,94.7,109.2
2022,5,21,土,パイナップル,50300,,,117396,212,100.8,105.5
2022,5,21,土,レモン,50400,,,30285,383,67.7,98.0
2022,5,21,土,オレンジ,50600,,,86305,339,114.3,99.4
2022,5,21,土,輸入おうとう,50700,,,8633,2169,146.1,104.7
2022,5,21,土,輸入キウイ,50800,,,151095,646,109.0,100.8
2022,5,21,土,輸入メロン,50850,,,3008,329,70.7,101.9
2022,5,23,月,みかん,40100,,,40125,1499,108.4,99.9
2022,5,23,月,はっさく,41321,,,5000,242,925.9,87.4
2022,5,23,月,りんご計,42000,,,449114,462,112.9,100.2
2022,5,23,月,びわ,43900,,,18516,1492,131.9,95.5
2022,5,23,月,もも,44100,,,8737,2689,132.1,97.1
2022,5,23,月,すもも,44700,,,2442,1407,263.1,89.2
2022,5,23,月,おうとう,44800,,,4327,4959,96.5,92.2
2022,5,23,月,うめ,44950,,,56149,659,118.2,100.3
2022,5,23,月,ぶどう計,45000,,,20231,2943,114.2,93.1
2022,5,23,月,いちご,46100,,,208704,965,139.6,99.4
2022,5,23,月,メロン計,47000,,,387310,553,143.3,94.5
2022,5,23,月,すいか,48100,,,876275,306,186.1,94.7
2022,5,23,月,バナナ,50100,,,519153,191,102.3,100.5
2022,5,23,月,パイナップル,50300,,,79679,207,67.9,97.6
2022,5,23,月,レモン,50400,,,30308,399,100.1,104.2
2022,5,23,月,オレンジ,50600,,,80562,353,93.3,104.1
2022,5,23,月,輸入おうとう,50700,,,5355,1963,62.0,90.5
2022,5,23,月,輸入キウイ,50800,,,139983,628,92.6,97.2
2022,5,23,月,輸入メロン,50850,,,3928,319,130.6,97.0
2022,5,24,火,みかん,40100,,,19474,1439,48.5,96.0
2022,5,24,火,はっさく,41321,,,971,214,19.4,88.4
2022,5,24,火,りんご計,42000,,,317869,476,70.8,103.0
2022,5,24,火,びわ,43900,,,12422,1423,67.1,95.4
2022,5,24,火,もも,44100,,,7995,2447,91.5,91.0
2022,5,24,火,すもも,44700,,,3819,1295,156.4,92.0
2022,5,24,火,おうとう,44800,,,3352,5022,77.5,101.3
2022,5,24,火,うめ,44950,,,72905,669,129.8,101.5
2022,5,24,火,ぶどう計,45000,,,19345,2625,95.6,89.2
2022,5,24,火,いちご,46100,,,116501,1009,55.8,104.6
2022,5,24,火,メロン計,47000,,,265539,566,68.6,102.4
2022,5,24,火,すいか,48100,,,450435,303,51.4,99.0
2022,5,24,火,バナナ,50100,,,451458,172,87.0,90.1
2022,5,24,火,パイナップル,50300,,,93561,211,117.4,101.9
2022,5,24,火,レモン,50400,,,33963,398,112.1,99.7
2022,5,24,火,オレンジ,50600,,,90156,324,111.9,91.8
2022,5,24,火,輸入おうとう,50700,,,4029,2018,75.2,102.8
2022,5,24,火,輸入キウイ,50800,,,106532,628,76.1,100.0
2022,5,24,火,輸入メロン,50850,,,3266,299,83.1,93.7
2022,5,26,木,みかん,40100,,,59799,1383,307.1,96.1
2022,5,26,木,はっさく,41321,,,2250,285,231.7,133.2
2022,5,26,木,りんご計,42000,,,436374,467,137.3,98.1
2022,5,26,木,びわ,43900,,,20016,1428,161.1,100.4
2022,5,26,木,もも,44100,,,11048,2357,138.2,96.3
2022,5,26,木,すもも,44700,,,7293,1356,191.0,104.7
2022,5,26,木,おうとう,44800,,,4667,4959,139.2,98.7
2022,5,26,木,うめ,44950,,,83765,643,114.9,96.1
2022,5,26,木,ぶどう計,45000,,,29499,2721,152.5,103.7
2022,5,26,木,いちご,46100,,,207539,963,178.1,95.4
2022,5,26,木,メロン計,47000,,,393561,555,148.2,98.1
2022,5,26,木,すいか,48100,,,825707,296,183.3,97.7
2022,5,26,木,バナナ,50100,,,551597,188,122.2,109.3
2022,5,26,木,パイナップル,50300,,,152116,210,162.6,99.5
2022,5,26,木,レモン,50400,,,37657,407,110.9,102.3
2022,5,26,木,オレンジ,50600,,,75295,345,83.5,106.5
2022,5,26,木,輸入おうとう,50700,,,8285,1993,205.6,98.8
2022,5,26,木,輸入キウイ,50800,,,128664,632,120.8,100.6
2022,5,26,木,輸入メロン,50850,,,3480,355,106.6,118.7
2022,5,27,金,みかん,40100,,,14670,1564,24.5,113.1
2022,5,27,金,はっさく,41321,,,1503,262,66.8,91.9
2022,5,27,金,りんご計,42000,,,315489,456,72.3,97.6
2022,5,27,金,びわ,43900,,,11657,1405,58.2,98.4
2022,5,27,金,もも,44100,,,7580,2385,68.6,101.2
2022,5,27,金,すもも,44700,,,3436,1374,47.1,101.3
2022,5,27,金,おうとう,44800,,,4878,4731,104.5,95.4
2022,5,27,金,うめ,44950,,,75510,674,90.1,104.8
2022,5,27,金,ぶどう計,45000,,,25801,2373,87.5,87.2
2022,5,27,金,いちご,46100,,,116007,972,55.9,100.9
2022,5,27,金,メロン計,47000,,,263009,565,66.8,101.8
2022,5,27,金,すいか,48100,,,660886,288,80.0,97.3
2022,5,27,金,バナナ,50100,,,565571,169,102.5,89.9
2022,5,27,金,パイナップル,50300,,,127042,217,83.5,103.3
2022,5,27,金,レモン,50400,,,42906,409,113.9,100.5
2022,5,27,金,オレンジ,50600,,,55562,354,73.8,102.6
2022,5,27,金,輸入おうとう,50700,,,6094,2084,73.6,104.6
2022,5,27,金,輸入キウイ,50800,,,113411,655,88.1,103.6
2022,5,27,金,輸入メロン,50850,,,5665,309,162.8,87.0
2022,5,28,土,みかん,40100,,,63907,1253,435.6,80.1
2022,5,28,土,はっさく,41321,,,100,259,6.7,98.9
2022,5,28,土,りんご計,42000,,,354982,459,112.5,100.7
2022,5,28,土,びわ,43900,,,14601,1411,125.3,100.4
2022,5,28,土,もも,44100,,,9551,2339,126.0,98.1
2022,5,28,土,すもも,44700,,,8688,1302,252.9,94.8
2022,5,28,土,おうとう,44800,,,5782,4493,118.5,95.0
2022,5,28,土,うめ,44950,,,77919,676,103.2,100.3
2022,5,28,土,ぶどう計,45000,,,29946,2495,116.1,105.1
2022,5,28,土,いちご,46100,,,118451,976,102.1,100.4
2022,5,28,土,メロン計,47000,,,298886,546,113.6,96.6
2022,5,28,土,すいか,48100,,,610317,290,92.3,100.7
2022,5,28,土,バナナ,50100,,,567892,187,100.4,110.7
2022,5,28,土,パイナップル,50300,,,117264,213,92.3,98.2
2022,5,28,土,レモン,50400,,,37211,399,86.7,97.6
2022,5,28,土,オレンジ,50600,,,113844,326,204.9,92.1
2022,5,28,土,輸入おうとう,50700,,,8298,2013,136.2,96.6
2022,5,28,土,輸入キウイ,50800,,,150970,639,133.1,97.6
2022,5,28,土,輸入メロン,50850,,,3716,297,65.6,96.1
2022,5,30,月,みかん,40100,,,68077,1229,106.5,98.1
2022,5,30,月,はっさく,41321,,,2466,279,2466.0,107.7
2022,5,30,月,りんご計,42000,,,401683,456,113.2,99.3
2022,5,30,月,びわ,43900,,,22335,1418,153.0,100.5
2022,5,30,月,もも,44100,,,12986,2127,136.0,90.9
2022,5,30,月,すもも,44700,,,10684,1258,123.0,96.6
2022,5,30,月,おうとう,44800,,,7640,4208,132.1,93.7
2022,5,30,月,うめ,44950,,,148379,658,190.4,97.3
2022,5,30,月,ぶどう計,45000,,,33984,2400,113.5,96.2
2022,5,30,月,いちご,46100,,,150957,984,127.4,100.8
2022,5,30,月,メロン計,47000,,,367088,533,122.8,97.6
2022,5,30,月,すいか,48100,,,944599,283,154.8,97.6
2022,5,30,月,バナナ,50100,,,535069,195,94.2,104.3
2022,5,30,月,パイナップル,50300,,,93684,203,79.9,95.3
2022,5,30,月,レモン,50400,,,33080,394,88.9,98.7
2022,5,30,月,オレンジ,50600,,,66460,360,58.4,110.4
2022,5,30,月,輸入おうとう,50700,,,6462,2028,77.9,100.7
2022,5,30,月,輸入キウイ,50800,,,154137,621,102.1,97.2
2022,5,30,月,輸入メロン,50850,,,4933,347,132.8,116.8
2022,5,31,火,みかん,40100,,,41823,1247,61.4,101.5
2022,5,31,火,はっさく,41321,,,420,192,17.0,68.8
2022,5,31,火,りんご計,42000,,,291251,465,72.5,102.0
2022,5,31,火,びわ,43900,,,13219,1397,59.2,98.5
2022,5,31,火,もも,44100,,,10416,1925,80.2,90.5
2022,5,31,火,すもも,44700,,,10526,1222,98.5,97.1
2022,5,31,火,おうとう,44800,,,9163,3626,119.9,86.2
2022,5,31,火,うめ,44950,,,175521,658,118.3,100.0
2022,5,31,火,ぶどう計,45000,,,33697,2185,99.2,91.0
2022,5,31,火,いちご,46100,,,85743,1008,56.8,102.4
2022,5,31,火,メロン計,47000,,,319297,527,87.0,98.9
2022,5,31,火,すいか,48100,,,735446,277,77.9,97.9
2022,5,31,火,バナナ,50100,,,544627,183,101.8,93.8
2022,5,31,火,パイナップル,50300,,,118213,213,126.2,104.9
2022,5,31,火,レモン,50400,,,52651,415,159.2,105.3
2022,5,31,火,オレンジ,50600,,,84008,336,126.4,93.3
2022,5,31,火,輸入おうとう,50700,,,6614,2031,102.4,100.1
2022,5,31,火,輸入キウイ,50800,,,128785,628,83.6,101.1
2022,5,31,火,輸入メロン,50850,,,11542,276,234.0,79.5
2022,6,2,木,みかん,40100,,,87983,1164,210.4,93.3
2022,6,2,木,はっさく,41321,,,1750,287,416.7,149.5
2022,6,2,木,りんご計,42000,,,414083,471,142.2,101.3
2022,6,2,木,びわ,43900,,,23153,1428,175.1,102.2
2022,6,2,木,もも,44100,,,18216,1843,174.9,95.7
2022,6,2,木,すもも,44700,,,15848,1157,150.6,94.7
2022,6,2,木,おうとう,44800,,,23474,3151,256.2,86.9
2022,6,2,木,うめ,44950,,,227591,634,129.7,96.4
2022,6,2,木,ぶどう計,45000,,,48849,2407,145.0,110.2
2022,6,2,木,いちご,46100,,,123148,1004,143.6,99.6
2022,6,2,木,メロン計,47000,,,372046,534,116.5,101.3
2022,6,2,木,すいか,48100,,,1163735,283,158.2,102.2
2022,6,2,木,バナナ,50100,,,553802,181,101.7,98.9
2022,6,2,木,パイナップル,50300,,,120282,210,101.8,98.6
2022,6,2,木,レモン,50400,,,48164,403,91.5,97.1
2022,6,2,木,オレンジ,50600,,,69246,343,82.4,102.1
2022,6,2,木,輸入おうとう,50700,,,3954,2078,59.8,102.3
2022,6,2,木,輸入キウイ,50800,,,278059,613,215.9,97.6
2022,6,2,木,輸入メロン,50850,,,2475,334,21.4,121.0
2022,6,3,金,みかん,40100,,,24647,1302,28.0,111.9
2022,6,3,金,はっさく,41321,,,610,191,34.9,66.6
2022,6,3,金,りんご計,42000,,,289757,461,70.0,97.9
2022,6,3,金,びわ,43900,,,11289,1404,48.8,98.3
2022,6,3,金,もも,44100,,,11913,1629,65.4,88.4
2022,6,3,金,すもも,44700,,,8506,1119,53.7,96.7
2022,6,3,金,おうとう,44800,,,26497,2713,112.9,86.1
2022,6,3,金,うめ,44950,,,241989,625,106.3,98.6
2022,6,3,金,ぶどう計,45000,,,37689,2143,77.2,89.0
2022,6,3,金,いちご,46100,,,48115,1030,39.1,102.6
2022,6,3,金,メロン計,47000,,,277341,554,74.5,103.7
2022,6,3,金,すいか,48100,,,685035,274,58.9,96.8
2022,6,3,金,バナナ,50100,,,484267,167,87.4,92.3
2022,6,3,金,パイナップル,50300,,,99868,208,83.0,99.0
2022,6,3,金,レモン,50400,,,22527,441,46.8,109.4
2022,6,3,金,オレンジ,50600,,,102720,326,148.3,95.0
2022,6,3,金,輸入おうとう,50700,,,5737,2010,145.1,96.7
2022,6,3,金,輸入キウイ,50800,,,95885,621,34.5,101.3
2022,6,3,金,輸入メロン,50850,,,4069,359,164.4,107.5
2022,6,4,土,みかん,40100,,,102504,1103,415.9,84.7
2022,6,4,土,はっさく,41321,,,330,223,54.1,116.8
2022,6,4,土,りんご計,42000,,,336812,444,116.2,96.3
2022,6,4,土,びわ,43900,,,15873,1433,140.6,102.1
2022,6,4,土,もも,44100,,,15690,1666,131.7,102.3
2022,6,4,土,すもも,44700,,,17093,1083,201.0,96.8
2022,6,4,土,おうとう,44800,,,35364,2421,133.5,89.2
2022,6,4,土,うめ,44950,,,228405,603,94.4,96.5
2022,6,4,土,ぶどう計,45000,,,40812,2197,108.3,102.5
2022,6,4,土,いちご,46100,,,50371,1077,104.7,104.6
2022,6,4,土,メロン計,47000,,,318730,548,114.9,98.9
2022,6,4,土,すいか,48100,,,778588,287,113.7,104.7
2022,6,4,土,バナナ,50100,,,602034,181,124.3,108.4
2022,6,4,土,パイナップル,50300,,,133966,216,134.1,103.8
2022,6,4,土,レモン,50400,,,39052,413,173.4,93.7
2022,6,4,土,オレンジ,50600,,,72132,356,70.2,109.2
2022,6,4,土,輸入おうとう,50700,,,5535,2094,96.5,104.2
2022,6,4,土,輸入キウイ,50800,,,155407,639,162.1,102.9
2022,6,4,土,輸入メロン,50850,,,1719,356,42.2,99.2
2022,6,6,月,みかん,40100,,,88189,1120,86.0,101.5
2022,6,6,月,りんご計,42000,,,351920,462,104.5,104.1
2022,6,6,月,びわ,43900,,,15615,1401,98.4,97.8
2022,6,6,月,もも,44100,,,22633,1595,144.3,95.7
2022,6,6,月,すもも,44700,,,29350,903,171.7,83.4
2022,6,6,月,おうとう,44800,,,57648,2248,163.0,92.9
2022,6,6,月,うめ,44950,,,274512,592,120.2,98.2
2022,6,6,月,ぶどう計,45000,,,47063,2115,115.3,96.3
2022,6,6,月,いちご,46100,,,69260,1106,137.5,102.7
2022,6,6,月,メロン計,47000,,,440514,544,138.2,99.3
2022,6,6,月,すいか,48100,,,994196,280,127.7,97.6
2022,6,6,月,バナナ,50100,,,680793,181,113.1,100.0
2022,6,6,月,パイナップル,50300,,,83976,205,62.7,94.9
2022,6,6,月,レモン,50400,,,35133,410,90.0,99.3
2022,6,6,月,オレンジ,50600,,,72580,355,100.6,99.7
2022,6,6,月,輸入おうとう,50700,,,5073,2108,91.7,100.7
2022,6,6,月,輸入キウイ,50800,,,125759,605,80.9,94.7
2022,6,6,月,輸入メロン,50850,,,2172,368,126.4,103.4
2022,6,7,火,みかん,40100,,,56055,1116,63.6,99.6
2022,6,7,火,はっさく,41321,,,400,151,−,−
2022,6,7,火,りんご計,42000,,,292614,449,83.1,97.2
2022,6,7,火,びわ,43900,,,10549,1342,67.6,95.8
2022,6,7,火,もも,44100,,,19467,1487,86.0,93.2
2022,6,7,火,すもも,44700,,,28659,885,97.6,98.0
2022,6,7,火,おうとう,44800,,,44148,2325,76.6,103.4
2022,6,7,火,うめ,44950,,,226471,579,82.5,97.8
2022,6,7,火,ぶどう計,45000,,,44276,1965,94.1,92.9
2022,6,7,火,いちご,46100,,,38709,1116,55.9,100.9
2022,6,7,火,メロン計,47000,,,245461,564,55.7,103.7
2022,6,7,火,すいか,48100,,,685012,283,68.9,101.1
2022,6,7,火,バナナ,50100,,,389087,191,57.2,105.5
2022,6,7,火,パイナップル,50300,,,91602,216,109.1,105.4
2022,6,7,火,レモン,50400,,,39308,429,111.9,104.6
2022,6,7,火,オレンジ,50600,,,55634,366,76.7,103.1
2022,6,7,火,輸入おうとう,50700,,,4037,2130,79.6,101.0
2022,6,7,火,輸入キウイ,50800,,,107641,587,85.6,97.0
