年,月,日,曜日,品目名,品目コード,数量,価格
2022,3,22,火,こまつな,31500,173504,201
2022,3,22,火,ちんげんさい,31560,46120,248
2022,3,22,火,キャベツ,31700,2274439,105
2022,3,22,火,ほうれんそう,31800,228986,340
2022,3,22,火,ねぎ,31900,439542,361
2022,3,22,火,みつば,32500,17725,394
2022,3,22,火,しゅんぎく,32600,22120,428
2022,3,22,火,にら,32800,110597,675
2022,3,22,火,アスパラガス,33100,75113,1313
2022,3,22,火,カリフラワー,33200,54906,169
2022,3,22,火,ブロッコリー,33300,676713,188
2022,3,22,火,レタス,33400,944725,176
2022,3,22,火,きゅうり,34100,1046033,251
2022,3,22,火,かぼちゃ,34200,316680,172
2022,3,22,火,なす,34300,540399,350
2022,3,22,火,トマト,34400,983215,342
2022,3,22,火,ミニトマト,34450,375084,596
2022,3,22,火,ピーマン,34500,345373,571
2022,3,22,火,ししとう,34600,11882,1645
2022,3,22,火,そらまめ,35400,56789,568
2022,3,22,火,えだまめ,35500,493,2163
2022,3,22,火,さといも,36300,50550,284
2022,3,22,火,たまねぎ,36610,1593843,241
2022,3,22,火,にんにく,36700,19422,968
2022,3,22,火,しょうが,37200,28068,730
2022,3,22,火,生しいたけ,38100,101326,841
2022,3,22,火,なめこ,38300,27815,455
2022,3,22,火,えのきだけ,38400,176466,221
2022,3,22,火,しめじ,38500,110649,395
2022,3,23,水,だいこん,30100,716689,109
2022,3,23,水,かぶ,30200,49286,155
2022,3,23,水,にんじん,30300,526223,107
2022,3,23,水,ごぼう,30400,37273,326
2022,3,23,水,たけのこ,30500,13975,1224
2022,3,23,水,れんこん,30600,23721,629
2022,3,23,水,はくさい,31100,632256,86
2022,3,23,水,みずな,31300,32712,261
2022,3,23,水,こまつな,31500,90668,193
2022,3,23,水,ちんげんさい,31560,33288,234
2022,3,23,水,キャベツ,31700,1277684,100
2022,3,23,水,ほうれんそう,31800,111832,344
2022,3,23,水,ねぎ,31900,223258,364
2022,3,23,水,みつば,32500,11286,391
2022,3,23,水,しゅんぎく,32600,11088,458
2022,3,23,水,にら,32800,53144,649
2022,3,23,水,アスパラガス,33100,33672,1199
2022,3,23,水,カリフラワー,33200,23855,186
2022,3,23,水,ブロッコリー,33300,270532,192
2022,3,23,水,レタス,33400,459337,181
2022,3,23,水,きゅうり,34100,368474,255
2022,3,23,水,かぼちゃ,34200,147249,167
2022,3,23,水,なす,34300,177443,370
2022,3,23,水,トマト,34400,361787,377
2022,3,23,水,ミニトマト,34450,116362,629
2022,3,23,水,ピーマン,34500,135293,572
2022,3,23,水,ししとう,34600,5268,1759
2022,3,23,水,そらまめ,35400,33315,546
2022,3,23,水,えだまめ,35500,275,2112
2022,3,23,水,さといも,36300,22979,271
2022,3,23,水,たまねぎ,36610,967596,224
2022,3,23,水,にんにく,36700,17161,1002
2022,3,23,水,しょうが,37200,14321,717
2022,3,23,水,生しいたけ,38100,38922,869
2022,3,23,水,なめこ,38300,14257,430
2022,3,23,水,えのきだけ,38400,49661,210
2022,3,23,水,しめじ,38500,32467,398
2022,3,24,木,だいこん,30100,709790,107
2022,3,24,木,かぶ,30200,51719,157
2022,3,24,木,にんじん,30300,670293,103
2022,3,24,木,ごぼう,30400,73243,274
2022,3,24,木,たけのこ,30500,29773,1213
2022,3,24,木,れんこん,30600,35344,574
2022,3,24,木,はくさい,31100,859481,87
2022,3,24,木,みずな,31300,40453,268
2022,3,24,木,こまつな,31500,109225,179
2022,3,24,木,ちんげんさい,31560,36386,236
2022,3,24,木,キャベツ,31700,1481620,98
2022,3,24,木,ほうれんそう,31800,129668,359
2022,3,24,木,ねぎ,31900,341044,353
2022,3,24,木,みつば,32500,15194,375
2022,3,24,木,しゅんぎく,32600,15085,437
2022,3,24,木,にら,32800,78583,605
2022,3,24,木,アスパラガス,33100,43429,1259
2022,3,24,木,カリフラワー,33200,41918,190
2022,3,24,木,ブロッコリー,33300,291979,219
2022,3,24,木,レタス,33400,514716,172
2022,3,24,木,きゅうり,34100,479352,246
2022,3,24,木,かぼちゃ,34200,271884,249
2022,3,24,木,なす,34300,261511,361
2022,3,24,木,トマト,34400,551582,363
2022,3,24,木,ミニトマト,34450,208294,633
2022,3,24,木,ピーマン,34500,216956,533
2022,3,24,木,ししとう,34600,7535,1673
2022,3,24,木,そらまめ,35400,42320,501
2022,3,24,木,えだまめ,35500,268,2136
2022,3,24,木,さといも,36300,44795,258
2022,3,24,木,たまねぎ,36610,1316903,250
2022,3,24,木,にんにく,36700,21583,944
2022,3,24,木,しょうが,37200,23395,736
2022,3,24,木,生しいたけ,38100,60482,836
2022,3,24,木,なめこ,38300,23618,445
2022,3,24,木,えのきだけ,38400,119312,214
2022,3,24,木,しめじ,38500,76209,387
2022,3,25,金,だいこん,30100,797303,101
2022,3,25,金,かぶ,30200,56475,155
2022,3,25,金,にんじん,30300,459682,97
2022,3,25,金,ごぼう,30400,64550,262
2022,3,25,金,たけのこ,30500,21278,1284
2022,3,25,金,れんこん,30600,35350,619
2022,3,25,金,はくさい,31100,799243,96
2022,3,25,金,みずな,31300,36667,266
2022,3,25,金,こまつな,31500,104591,181
2022,3,25,金,ちんげんさい,31560,37881,242
2022,3,25,金,キャベツ,31700,1918168,94
2022,3,25,金,ほうれんそう,31800,114493,374
2022,3,25,金,ねぎ,31900,286793,364
2022,3,25,金,みつば,32500,15360,371
2022,3,25,金,しゅんぎく,32600,14106,446
2022,3,25,金,にら,32800,72547,603
2022,3,25,金,アスパラガス,33100,37722,1255
2022,3,25,金,カリフラワー,33200,29175,199
2022,3,25,金,ブロッコリー,33300,280629,239
2022,3,25,金,レタス,33400,588066,172
2022,3,25,金,きゅうり,34100,402180,256
2022,3,25,金,かぼちゃ,34200,301696,173
2022,3,25,金,なす,34300,289636,356
2022,3,25,金,トマト,34400,401293,365
2022,3,25,金,ミニトマト,34450,165322,618
2022,3,25,金,ピーマン,34500,205537,519
2022,3,25,金,ししとう,34600,6068,1967
2022,3,25,金,そらまめ,35400,43896,500
2022,3,25,金,えだまめ,35500,2880,729
2022,3,25,金,さといも,36300,34791,276
2022,3,25,金,たまねぎ,36610,1249999,215
2022,3,25,金,にんにく,36700,21145,946
2022,3,25,金,しょうが,37200,22530,753
2022,3,25,金,生しいたけ,38100,55178,852
2022,3,25,金,なめこ,38300,19454,433
2022,3,25,金,えのきだけ,38400,104579,214
2022,3,25,金,しめじ,38500,65113,375
2022,3,26,土,だいこん,30100,1092102,97
2022,3,26,土,かぶ,30200,59986,155
2022,3,26,土,にんじん,30300,596118,109
2022,3,26,土,ごぼう,30400,69613,273
2022,3,26,土,たけのこ,30500,41157,1155
2022,3,26,土,れんこん,30600,46613,600
2022,3,26,土,はくさい,31100,826806,99
2022,3,26,土,みずな,31300,42985,273
2022,3,26,土,こまつな,31500,115063,200
2022,3,26,土,ちんげんさい,31560,38390,244
2022,3,26,土,キャベツ,31700,2153643,97
2022,3,26,土,ほうれんそう,31800,137711,401
2022,3,26,土,ねぎ,31900,359071,361
2022,3,26,土,みつば,32500,17039,378
2022,3,26,土,しゅんぎく,32600,15831,456
2022,3,26,土,にら,32800,94016,589
2022,3,26,土,アスパラガス,33100,50634,1303
2022,3,26,土,カリフラワー,33200,35758,211
2022,3,26,土,ブロッコリー,33300,322474,254
2022,3,26,土,レタス,33400,697429,169
2022,3,26,土,きゅうり,34100,446442,260
2022,3,26,土,かぼちゃ,34200,317470,175
2022,3,26,土,なす,34300,266349,362
2022,3,26,土,トマト,34400,508640,362
2022,3,26,土,ミニトマト,34450,200698,619
2022,3,26,土,ピーマン,34500,250400,511
2022,3,26,土,ししとう,34600,7319,1685
2022,3,26,土,そらまめ,35400,37287,495
2022,3,26,土,えだまめ,35500,2120,803
2022,3,26,土,さといも,36300,36177,270
2022,3,26,土,たまねぎ,36610,1170284,249
2022,3,26,土,にんにく,36700,25352,1014
2022,3,26,土,しょうが,37200,26699,755
2022,3,26,土,生しいたけ,38100,70690,828
2022,3,26,土,なめこ,38300,25336,437
2022,3,26,土,えのきだけ,38400,132777,214
2022,3,26,土,しめじ,38500,90171,382
2022,3,28,月,だいこん,30100,893804,94
2022,3,28,月,かぶ,30200,63636,151
2022,3,28,月,にんじん,30300,902104,115
2022,3,28,月,ごぼう,30400,73171,269
2022,3,28,月,たけのこ,30500,48792,1105
2022,3,28,月,れんこん,30600,37258,585
2022,3,28,月,はくさい,31100,777264,97
2022,3,28,月,みずな,31300,44646,275
2022,3,28,月,こまつな,31500,109441,212
2022,3,28,月,ちんげんさい,31560,39927,247
2022,3,28,月,キャベツ,31700,1630801,102
2022,3,28,月,ほうれんそう,31800,151465,446
2022,3,28,月,ねぎ,31900,374777,351
2022,3,28,月,みつば,32500,13986,404
2022,3,28,月,しゅんぎく,32600,14752,474
2022,3,28,月,にら,32800,87616,555
2022,3,28,月,アスパラガス,33100,61681,1315
2022,3,28,月,カリフラワー,33200,23065,211
2022,3,28,月,ブロッコリー,33300,364146,268
2022,3,28,月,レタス,33400,656257,176
2022,3,28,月,きゅうり,34100,686960,258
2022,3,28,月,かぼちゃ,34200,219472,166
2022,3,28,月,なす,34300,356120,358
2022,3,28,月,トマト,34400,671020,353
2022,3,28,月,ミニトマト,34450,249246,604
2022,3,28,月,ピーマン,34500,281379,467
2022,3,28,月,ししとう,34600,8741,1797
2022,3,28,月,そらまめ,35400,53351,466
2022,3,28,月,えだまめ,35500,2060,825
2022,3,28,月,さといも,36300,32938,271
2022,3,28,月,たまねぎ,36610,1756576,217
2022,3,28,月,にんにく,36700,24025,1000
2022,3,28,月,しょうが,37200,26441,756
2022,3,28,月,生しいたけ,38100,69098,829
2022,3,28,月,なめこ,38300,21685,441
2022,3,28,月,えのきだけ,38400,120394,207
2022,3,28,月,しめじ,38500,74045,367
2022,3,29,火,だいこん,30100,917664,92
2022,3,29,火,かぶ,30200,69081,154
2022,3,29,火,にんじん,30300,569335,106
2022,3,29,火,ごぼう,30400,52057,312
2022,3,29,火,たけのこ,30500,53502,983
2022,3,29,火,れんこん,30600,38251,626
2022,3,29,火,はくさい,31100,807059,104
2022,3,29,火,みずな,31300,42309,291
2022,3,29,火,こまつな,31500,99965,219
2022,3,29,火,ちんげんさい,31560,38751,248
2022,3,29,火,キャベツ,31700,2058026,104
2022,3,29,火,ほうれんそう,31800,142314,450
2022,3,29,火,ねぎ,31900,355144,346
2022,3,29,火,みつば,32500,14647,410
2022,3,29,火,しゅんぎく,32600,13728,497
2022,3,29,火,にら,32800,76981,526
2022,3,29,火,アスパラガス,33100,55350,1311
2022,3,29,火,カリフラワー,33200,26948,206
2022,3,29,火,ブロッコリー,33300,328238,273
2022,3,29,火,レタス,33400,684128,178
2022,3,29,火,きゅうり,34100,488152,259
2022,3,29,火,かぼちゃ,34200,228921,195
2022,3,29,火,なす,34300,271058,358
2022,3,29,火,トマト,34400,426043,367
2022,3,29,火,ミニトマト,34450,157577,624
2022,3,29,火,ピーマン,34500,200930,472
2022,3,29,火,ししとう,34600,7207,2141
2022,3,29,火,そらまめ,35400,48215,448
2022,3,29,火,えだまめ,35500,1441,1108
2022,3,29,火,さといも,36300,42435,257
2022,3,29,火,たまねぎ,36610,1686111,227
2022,3,29,火,にんにく,36700,20659,857
2022,3,29,火,しょうが,37200,26933,758
2022,3,29,火,生しいたけ,38100,66874,845
2022,3,29,火,なめこ,38300,23127,445
2022,3,29,火,えのきだけ,38400,123529,205
2022,3,29,火,しめじ,38500,87321,375
2022,3,31,木,だいこん,30100,1133736,84
2022,3,31,木,かぶ,30200,72997,152
2022,3,31,木,にんじん,30300,789035,111
2022,3,31,木,ごぼう,30400,49243,376
2022,3,31,木,たけのこ,30500,97737,836
2022,3,31,木,れんこん,30600,40756,648
2022,3,31,木,はくさい,31100,985655,101
2022,3,31,木,みずな,31300,49530,270
2022,3,31,木,こまつな,31500,129516,209
2022,3,31,木,ちんげんさい,31560,45156,238
2022,3,31,木,キャベツ,31700,2515634,97
2022,3,31,木,ほうれんそう,31800,197363,427
2022,3,31,木,ねぎ,31900,418288,352
2022,3,31,木,みつば,32500,14881,378
2022,3,31,木,しゅんぎく,32600,17017,462
2022,3,31,木,にら,32800,92485,526
2022,3,31,木,アスパラガス,33100,74271,1356
2022,3,31,木,カリフラワー,33200,25530,214
2022,3,31,木,ブロッコリー,33300,356449,269
2022,3,31,木,レタス,33400,816630,178
2022,3,31,木,きゅうり,34100,811632,257
2022,3,31,木,かぼちゃ,34200,286737,215
2022,3,31,木,なす,34300,425852,347
2022,3,31,木,トマト,34400,762472,357
2022,3,31,木,ミニトマト,34450,273044,612
2022,3,31,木,ピーマン,34500,270022,469
2022,3,31,木,ししとう,34600,8646,1918
2022,3,31,木,そらまめ,35400,50162,456
2022,3,31,木,えだまめ,35500,2497,853
2022,3,31,木,さといも,36300,46072,242
2022,3,31,木,たまねぎ,36610,1587997,227
2022,3,31,木,にんにく,36700,15359,841
2022,3,31,木,しょうが,37200,26372,801
2022,3,31,木,生しいたけ,38100,78852,804
2022,3,31,木,なめこ,38300,23489,439
2022,3,31,木,えのきだけ,38400,131120,205
2022,3,31,木,しめじ,38500,88569,373
2022,4,1,金,だいこん,30100,990414,82
2022,4,1,金,かぶ,30200,62271,151
2022,4,1,金,にんじん,30300,716469,115
2022,4,1,金,ごぼう,30400,78532,243
2022,4,1,金,たけのこ,30500,64416,809
2022,4,1,金,れんこん,30600,33241,651
2022,4,1,金,はくさい,31100,605233,109
2022,4,1,金,みずな,31300,33204,283
2022,4,1,金,こまつな,31500,102344,204
2022,4,1,金,ちんげんさい,31560,39343,234
2022,4,1,金,キャベツ,31700,1774309,100
2022,4,1,金,ほうれんそう,31800,134194,410
2022,4,1,金,ねぎ,31900,322111,343
2022,4,1,金,みつば,32500,14794,381
2022,4,1,金,しゅんぎく,32600,14021,505
2022,4,1,金,にら,32800,76850,541
2022,4,1,金,アスパラガス,33100,57001,1291
2022,4,1,金,カリフラワー,33200,18778,234
2022,4,1,金,ブロッコリー,33300,351164,272
2022,4,1,金,レタス,33400,656892,176
2022,4,1,金,きゅうり,34100,475935,254
2022,4,1,金,かぼちゃ,34200,267618,179
2022,4,1,金,なす,34300,302820,351
2022,4,1,金,トマト,34400,426511,367
2022,4,1,金,ミニトマト,34450,149361,617
2022,4,1,金,ピーマン,34500,208380,460
2022,4,1,金,ししとう,34600,6720,2052
2022,4,1,金,そらまめ,35400,58718,436
2022,4,1,金,えだまめ,35500,1923,927
2022,4,1,金,さといも,36300,31198,284
2022,4,1,金,たまねぎ,36610,1395508,262
2022,4,1,金,にんにく,36700,27366,1032
2022,4,1,金,しょうが,37200,29647,698
2022,4,1,金,生しいたけ,38100,63047,806
2022,4,1,金,なめこ,38300,22056,400
2022,4,1,金,えのきだけ,38400,111744,200
2022,4,1,金,しめじ,38500,64364,366
2022,4,2,土,だいこん,30100,1119464,82
2022,4,2,土,かぶ,30200,63626,152
2022,4,2,土,にんじん,30300,646579,111
2022,4,2,土,ごぼう,30400,76953,267
2022,4,2,土,たけのこ,30500,98695,760
2022,4,2,土,れんこん,30600,33322,670
2022,4,2,土,はくさい,31100,850271,105
2022,4,2,土,みずな,31300,42503,278
2022,4,2,土,こまつな,31500,108392,213
2022,4,2,土,ちんげんさい,31560,41957,237
2022,4,2,土,キャベツ,31700,1901453,98
2022,4,2,土,ほうれんそう,31800,155722,416
2022,4,2,土,ねぎ,31900,393412,333
2022,4,2,土,みつば,32500,18007,375
2022,4,2,土,しゅんぎく,32600,13690,491
2022,4,2,土,にら,32800,91931,512
2022,4,2,土,アスパラガス,33100,64343,1253
2022,4,2,土,カリフラワー,33200,26337,231
2022,4,2,土,ブロッコリー,33300,354756,272
2022,4,2,土,レタス,33400,748004,173
2022,4,2,土,きゅうり,34100,483894,259
2022,4,2,土,かぼちゃ,34200,235163,206
2022,4,2,土,なす,34300,316472,347
2022,4,2,土,トマト,34400,542647,364
2022,4,2,土,ミニトマト,34450,193395,621
2022,4,2,土,ピーマン,34500,238206,466
2022,4,2,土,ししとう,34600,7540,1982
2022,4,2,土,そらまめ,35400,64825,409
2022,4,2,土,えだまめ,35500,1949,805
2022,4,2,土,さといも,36300,39769,253
2022,4,2,土,たまねぎ,36610,1261390,249
2022,4,2,土,にんにく,36700,20723,895
2022,4,2,土,しょうが,37200,30895,767
2022,4,2,土,生しいたけ,38100,79157,795
2022,4,2,土,なめこ,38300,26063,430
2022,4,2,土,えのきだけ,38400,132749,195
2022,4,2,土,しめじ,38500,88974,356
2022,4,4,月,だいこん,30100,937459,83
2022,4,4,月,かぶ,30200,65707,149
2022,4,4,月,にんじん,30300,760453,117
2022,4,4,月,ごぼう,30400,65778,312
2022,4,4,月,たけのこ,30500,169685,595
2022,4,4,月,れんこん,30600,30552,682
2022,4,4,月,はくさい,31100,803528,105
2022,4,4,月,みずな,31300,40890,287
2022,4,4,月,こまつな,31500,114826,219
2022,4,4,月,ちんげんさい,31560,39765,246
2022,4,4,月,キャベツ,31700,1782627,112
2022,4,4,月,ほうれんそう,31800,145181,425
2022,4,4,月,ねぎ,31900,340551,343
2022,4,4,月,みつば,32500,14887,406
2022,4,4,月,しゅんぎく,32600,12619,493
2022,4,4,月,にら,32800,89532,507
2022,4,4,月,アスパラガス,33100,64637,1316
2022,4,4,月,カリフラワー,33200,25703,226
2022,4,4,月,ブロッコリー,33300,328496,285
2022,4,4,月,レタス,33400,745748,173
2022,4,4,月,きゅうり,34100,715734,267
2022,4,4,月,かぼちゃ,34200,220892,192
2022,4,4,月,なす,34300,392448,343
2022,4,4,月,トマト,34400,665759,364
2022,4,4,月,ミニトマト,34450,276939,596
2022,4,4,月,ピーマン,34500,314069,446
2022,4,4,月,ししとう,34600,9238,2037
2022,4,4,月,そらまめ,35400,75424,395
2022,4,4,月,えだまめ,35500,1921,818
2022,4,4,月,さといも,36300,32369,260
2022,4,4,月,たまねぎ,36610,1321255,245
2022,4,4,月,にんにく,36700,19006,891
2022,4,4,月,しょうが,37200,27988,762
2022,4,4,月,生しいたけ,38100,70461,806
2022,4,4,月,なめこ,38300,22081,435
2022,4,4,月,えのきだけ,38400,118131,198
2022,4,4,月,しめじ,38500,80268,349
2022,4,5,火,だいこん,30100,857836,86
2022,4,5,火,かぶ,30200,60100,151
2022,4,5,火,にんじん,30300,775652,116
2022,4,5,火,ごぼう,30400,74610,304
2022,4,5,火,たけのこ,30500,148212,513
2022,4,5,火,れんこん,30600,30224,719
2022,4,5,火,はくさい,31100,743884,109
2022,4,5,火,みずな,31300,39107,295
2022,4,5,火,こまつな,31500,97509,231
2022,4,5,火,ちんげんさい,31560,37372,248
2022,4,5,火,キャベツ,31700,1474685,113
2022,4,5,火,ほうれんそう,31800,110382,440
2022,4,5,火,ねぎ,31900,335444,348
2022,4,5,火,みつば,32500,15498,417
2022,4,5,火,しゅんぎく,32600,11760,509
2022,4,5,火,にら,32800,78092,493
2022,4,5,火,アスパラガス,33100,54221,1303
2022,4,5,火,カリフラワー,33200,19863,232
2022,4,5,火,ブロッコリー,33300,279800,313
2022,4,5,火,レタス,33400,625179,170
2022,4,5,火,きゅうり,34100,471113,268
2022,4,5,火,かぼちゃ,34200,232131,190
2022,4,5,火,なす,34300,282825,341
2022,4,5,火,トマト,34400,420540,373
2022,4,5,火,ミニトマト,34450,167951,618
2022,4,5,火,ピーマン,34500,204821,461
2022,4,5,火,ししとう,34600,7414,2478
2022,4,5,火,そらまめ,35400,72185,369
2022,4,5,火,えだまめ,35500,2260,798
2022,4,5,火,さといも,36300,37919,250
2022,4,5,火,たまねぎ,36610,1338522,240
2022,4,5,火,にんにく,36700,22132,864
2022,4,5,火,しょうが,37200,33416,750
2022,4,5,火,生しいたけ,38100,66577,811
2022,4,5,火,なめこ,38300,25296,429
2022,4,5,火,えのきだけ,38400,129280,196
2022,4,5,火,しめじ,38500,81042,361
2022,4,7,木,だいこん,30100,936388,84
2022,4,7,木,かぶ,30200,73312,146
2022,4,7,木,にんじん,30300,961842,116
2022,4,7,木,ごぼう,30400,96083,267
2022,4,7,木,たけのこ,30500,227761,464
2022,4,7,木,れんこん,30600,38543,712
2022,4,7,木,はくさい,31100,1013110,108
2022,4,7,木,みずな,31300,44979,293
2022,4,7,木,こまつな,31500,134799,231
2022,4,7,木,ちんげんさい,31560,44946,247
2022,4,7,木,キャベツ,31700,2245111,105
2022,4,7,木,ほうれんそう,31800,147504,444
2022,4,7,木,ねぎ,31900,350853,359
2022,4,7,木,みつば,32500,15116,415
2022,4,7,木,しゅんぎく,32600,13940,517
2022,4,7,木,にら,32800,86407,512
2022,4,7,木,アスパラガス,33100,58989,1358
2022,4,7,木,カリフラワー,33200,27601,243
2022,4,7,木,ブロッコリー,33300,298838,343
2022,4,7,木,レタス,33400,691138,177
2022,4,7,木,きゅうり,34100,740606,272
2022,4,7,木,かぼちゃ,34200,287807,255
2022,4,7,木,なす,34300,425116,345
2022,4,7,木,トマト,34400,781791,373
2022,4,7,木,ミニトマト,34450,301740,603
2022,4,7,木,ピーマン,34500,298564,467
2022,4,7,木,ししとう,34600,8158,2107
2022,4,7,木,そらまめ,35400,81412,370
2022,4,7,木,えだまめ,35500,2334,899
2022,4,7,木,さといも,36300,41402,258
2022,4,7,木,たまねぎ,36610,1411139,232
2022,4,7,木,にんにく,36700,25463,1095
2022,4,7,木,しょうが,37200,31401,760
2022,4,7,木,生しいたけ,38100,73613,798
2022,4,7,木,なめこ,38300,24271,434
2022,4,7,木,えのきだけ,38400,138651,197
2022,4,7,木,しめじ,38500,78753,349
2022,4,8,金,だいこん,30100,831465,86
2022,4,8,金,かぶ,30200,73731,149
2022,4,8,金,にんじん,30300,734013,113
2022,4,8,金,ごぼう,30400,57840,313
2022,4,8,金,たけのこ,30500,134417,463
2022,4,8,金,れんこん,30600,33448,667
2022,4,8,金,はくさい,31100,744832,96
2022,4,8,金,みずな,31300,33445,300
2022,4,8,金,こまつな,31500,103845,229
2022,4,8,金,ちんげんさい,31560,36162,252
2022,4,8,金,キャベツ,31700,1695707,102
2022,4,8,金,ほうれんそう,31800,110103,449
2022,4,8,金,ねぎ,31900,299583,360
2022,4,8,金,みつば,32500,15050,422
2022,4,8,金,しゅんぎく,32600,9632,569
2022,4,8,金,にら,32800,77588,511
2022,4,8,金,アスパラガス,33100,43549,1334
2022,4,8,金,カリフラワー,33200,19904,251
2022,4,8,金,ブロッコリー,33300,234070,377
2022,4,8,金,レタス,33400,549733,191
2022,4,8,金,きゅうり,34100,475739,276
2022,4,8,金,かぼちゃ,34200,219652,216
2022,4,8,金,なす,34300,311777,349
2022,4,8,金,トマト,34400,403040,387
2022,4,8,金,ミニトマト,34450,183992,607
2022,4,8,金,ピーマン,34500,212050,459
2022,4,8,金,ししとう,34600,7401,2166
2022,4,8,金,そらまめ,35400,56880,366
2022,4,8,金,えだまめ,35500,2082,861
2022,4,8,金,さといも,36300,35207,273
2022,4,8,金,たまねぎ,36610,1336337,221
2022,4,8,金,にんにく,36700,20416,863
2022,4,8,金,しょうが,37200,33852,823
2022,4,8,金,生しいたけ,38100,60696,801
2022,4,8,金,なめこ,38300,20764,424
2022,4,8,金,えのきだけ,38400,112229,200
2022,4,8,金,しめじ,38500,68127,356
2022,4,9,土,だいこん,30100,1000719,91
2022,4,9,土,かぶ,30200,80180,150
2022,4,9,土,にんじん,30300,734405,113
2022,4,9,土,ごぼう,30400,83798,291
2022,4,9,土,たけのこ,30500,174279,465
2022,4,9,土,れんこん,30600,37752,740
2022,4,9,土,はくさい,31100,838539,94
2022,4,9,土,みずな,31300,40709,313
2022,4,9,土,こまつな,31500,128069,248
2022,4,9,土,ちんげんさい,31560,40922,259
2022,4,9,土,キャベツ,31700,2058600,107
2022,4,9,土,ほうれんそう,31800,134077,470
2022,4,9,土,ねぎ,31900,379438,356
2022,4,9,土,みつば,32500,17163,413
2022,4,9,土,しゅんぎく,32600,11258,567
2022,4,9,土,にら,32800,82696,507
2022,4,9,土,アスパラガス,33100,57028,1325
2022,4,9,土,カリフラワー,33200,26761,232
2022,4,9,土,ブロッコリー,33300,259066,403
2022,4,9,土,レタス,33400,666246,202
2022,4,9,土,きゅうり,34100,538139,274
2022,4,9,土,かぼちゃ,34200,242817,225
2022,4,9,土,なす,34300,330630,350
2022,4,9,土,トマト,34400,538720,382
2022,4,9,土,ミニトマト,34450,240780,606
2022,4,9,土,ピーマン,34500,242538,465
2022,4,9,土,ししとう,34600,7819,2085
2022,4,9,土,そらまめ,35400,65549,383
2022,4,9,土,えだまめ,35500,2161,904
2022,4,9,土,さといも,36300,41098,261
2022,4,9,土,たまねぎ,36610,1389160,218
2022,4,9,土,にんにく,36700,21614,940
2022,4,9,土,しょうが,37200,35632,775
2022,4,9,土,生しいたけ,38100,77593,799
2022,4,9,土,なめこ,38300,26562,426
2022,4,9,土,えのきだけ,38400,136693,198
2022,4,9,土,しめじ,38500,93600,362
2022,4,11,月,だいこん,30100,955599,96
2022,4,11,月,かぶ,30200,72164,151
2022,4,11,月,にんじん,30300,1032347,117
2022,4,11,月,ごぼう,30400,85098,319
2022,4,11,月,たけのこ,30500,243693,437
2022,4,11,月,れんこん,30600,32809,770
2022,4,11,月,はくさい,31100,829731,84
2022,4,11,月,みずな,31300,41184,322
2022,4,11,月,こまつな,31500,117873,272
2022,4,11,月,ちんげんさい,31560,39072,272
2022,4,11,月,キャベツ,31700,1863794,119
2022,4,11,月,ほうれんそう,31800,136475,481
2022,4,11,月,ねぎ,31900,376907,355
2022,4,11,月,みつば,32500,15705,430
2022,4,11,月,しゅんぎく,32600,9841,603
2022,4,11,月,にら,32800,85978,507
2022,4,11,月,アスパラガス,33100,67844,1408
2022,4,11,月,カリフラワー,33200,31044,226
2022,4,11,月,ブロッコリー,33300,260780,437
2022,4,11,月,レタス,33400,684938,229
2022,4,11,月,きゅうり,34100,959599,273
2022,4,11,月,かぼちゃ,34200,213896,252
2022,4,11,月,なす,34300,491846,341
2022,4,11,月,トマト,34400,726751,377
2022,4,11,月,ミニトマト,34450,317167,592
2022,4,11,月,ピーマン,34500,306422,456
2022,4,11,月,ししとう,34600,11024,1852
2022,4,11,月,そらまめ,35400,86879,385
2022,4,11,月,えだまめ,35500,923,1447
2022,4,11,月,さといも,36300,32461,285
2022,4,11,月,たまねぎ,36610,1293696,229
2022,4,11,月,にんにく,36700,20425,1071
2022,4,11,月,しょうが,37200,34687,775
2022,4,11,月,生しいたけ,38100,70663,787
2022,4,11,月,なめこ,38300,22247,422
2022,4,11,月,えのきだけ,38400,115810,199
2022,4,11,月,しめじ,38500,79385,357
2022,4,12,火,だいこん,30100,760434,103
2022,4,12,火,かぶ,30200,88082,148
2022,4,12,火,にんじん,30300,779368,118
2022,4,12,火,ごぼう,30400,73005,324
2022,4,12,火,たけのこ,30500,184529,412
2022,4,12,火,れんこん,30600,33937,779
2022,4,12,火,はくさい,31100,798259,79
2022,4,12,火,みずな,31300,39528,340
2022,4,12,火,こまつな,31500,102038,305
2022,4,12,火,ちんげんさい,31560,42245,279
2022,4,12,火,キャベツ,31700,1933803,119
2022,4,12,火,ほうれんそう,31800,116072,505
2022,4,12,火,ねぎ,31900,334660,361
2022,4,12,火,みつば,32500,16962,439
2022,4,12,火,しゅんぎく,32600,9192,630
2022,4,12,火,にら,32800,74042,509
2022,4,12,火,アスパラガス,33100,54404,1403
2022,4,12,火,カリフラワー,33200,29313,227
2022,4,12,火,ブロッコリー,33300,236115,456
2022,4,12,火,レタス,33400,683057,241
2022,4,12,火,きゅうり,34100,650667,266
2022,4,12,火,かぼちゃ,34200,272157,241
2022,4,12,火,なす,34300,350457,345
2022,4,12,火,トマト,34400,457691,386
2022,4,12,火,ミニトマト,34450,187066,610
2022,4,12,火,ピーマン,34500,205986,459
2022,4,12,火,ししとう,34600,7859,2047
