年,月,日,曜日,品目名,品目コード,数量,価格
2024,4,27,土,そらまめ,35400,34398,775
2024,4,27,土,えだまめ,35500,5619,1610
2024,4,27,土,さといも,36300,30914,424
2024,4,27,土,たまねぎ,36610,1860275,131
2024,4,27,土,にんにく,36700,36012,1310
2024,4,27,土,しょうが,37200,57601,796
2024,4,27,土,生しいたけ,38100,73602,1019
2024,4,27,土,なめこ,38300,29661,491
2024,4,27,土,えのきだけ,38400,131939,340
2024,4,27,土,しめじ,38500,94397,489
2024,4,29,月,だいこん,30100,7115,174
2024,4,29,月,にんじん,30300,9039,250
2024,4,29,月,ごぼう,30400,890,218
2024,4,29,月,はくさい,31100,6703,119
2024,4,29,月,みずな,31300,233,492
2024,4,29,月,こまつな,31500,2989,390
2024,4,29,月,ちんげんさい,31560,1516,367
2024,4,29,月,キャベツ,31700,36860,150
2024,4,29,月,ほうれんそう,31800,1312,697
2024,4,29,月,ねぎ,31900,2009,429
2024,4,29,月,みつば,32500,30,1060
2024,4,29,月,しゅんぎく,32600,1,639
2024,4,29,月,にら,32800,247,649
2024,4,29,月,アスパラガス,33100,20,1885
2024,4,29,月,カリフラワー,33200,264,297
2024,4,29,月,ブロッコリー,33300,1050,295
2024,4,29,月,レタス,33400,20922,222
2024,4,29,月,きゅうり,34100,5705,272
2024,4,29,月,かぼちゃ,34200,9694,262
2024,4,29,月,なす,34300,2273,265
2024,4,29,月,トマト,34400,3584,281
2024,4,29,月,ミニトマト,34450,1538,564
2024,4,29,月,ピーマン,34500,12378,452
2024,4,29,月,ししとう,34600,44,1681
2024,4,29,月,たまねぎ,36610,16560,181
2024,4,29,月,にんにく,36700,292,565
2024,4,29,月,しょうが,37200,312,525
2024,4,29,月,生しいたけ,38100,221,1211
2024,4,29,月,なめこ,38300,90,666
2024,4,29,月,えのきだけ,38400,624,411
2024,4,29,月,しめじ,38500,1144,560
2024,4,30,火,だいこん,30100,1290980,154
2024,4,30,火,かぶ,30200,76127,162
2024,4,30,火,にんじん,30300,1546779,275
2024,4,30,火,ごぼう,30400,87575,390
2024,4,30,火,たけのこ,30500,45319,501
2024,4,30,火,れんこん,30600,55980,596
2024,4,30,火,はくさい,31100,1483595,103
2024,4,30,火,みずな,31300,75772,319
2024,4,30,火,こまつな,31500,207595,312
2024,4,30,火,ちんげんさい,31560,57117,328
2024,4,30,火,キャベツ,31700,2420984,132
2024,4,30,火,ほうれんそう,31800,254284,475
2024,4,30,火,ねぎ,31900,453951,467
2024,4,30,火,みつば,32500,16774,505
2024,4,30,火,しゅんぎく,32600,12787,743
2024,4,30,火,にら,32800,114315,499
2024,4,30,火,アスパラガス,33100,88797,1897
2024,4,30,火,カリフラワー,33200,50728,215
2024,4,30,火,ブロッコリー,33300,448762,442
2024,4,30,火,レタス,33400,1050586,241
2024,4,30,火,きゅうり,34100,1224503,346
2024,4,30,火,かぼちゃ,34200,350463,220
2024,4,30,火,なす,34300,699251,429
2024,4,30,火,トマト,34400,1342677,375
2024,4,30,火,ミニトマト,34450,441274,582
2024,4,30,火,ピーマン,34500,438732,691
2024,4,30,火,ししとう,34600,11225,1934
2024,4,30,火,そらまめ,35400,49068,731
2024,4,30,火,えだまめ,35500,7134,1626
2024,4,30,火,さといも,36300,23939,476
2024,4,30,火,たまねぎ,36610,2506704,120
2024,4,30,火,にんにく,36700,29472,1162
2024,4,30,火,しょうが,37200,46389,834
2024,4,30,火,生しいたけ,38100,98242,990
2024,4,30,火,なめこ,38300,27448,489
2024,4,30,火,えのきだけ,38400,153203,334
2024,4,30,火,しめじ,38500,91619,485
2024,5,1,水,だいこん,30100,744854,150
2024,5,1,水,かぶ,30200,72379,165
2024,5,1,水,にんじん,30300,696320,267
2024,5,1,水,ごぼう,30400,85791,327
2024,5,1,水,たけのこ,30500,20131,626
2024,5,1,水,れんこん,30600,40218,615
2024,5,1,水,はくさい,31100,876653,99
2024,5,1,水,みずな,31300,48983,316
2024,5,1,水,こまつな,31500,148780,307
2024,5,1,水,ちんげんさい,31560,44292,317
2024,5,1,水,キャベツ,31700,1369878,145
2024,5,1,水,ほうれんそう,31800,130973,449
2024,5,1,水,ねぎ,31900,309470,487
2024,5,1,水,みつば,32500,15977,493
2024,5,1,水,しゅんぎく,32600,7994,785
2024,5,1,水,にら,32800,83075,506
2024,5,1,水,アスパラガス,33100,43082,1896
2024,5,1,水,カリフラワー,33200,24146,223
2024,5,1,水,ブロッコリー,33300,184166,460
2024,5,1,水,レタス,33400,581921,221
2024,5,1,水,きゅうり,34100,562767,335
2024,5,1,水,かぼちゃ,34200,303002,201
2024,5,1,水,なす,34300,338535,428
2024,5,1,水,トマト,34400,483638,375
2024,5,1,水,ミニトマト,34450,166510,581
2024,5,1,水,ピーマン,34500,167517,711
2024,5,1,水,ししとう,34600,6222,2236
2024,5,1,水,そらまめ,35400,18789,738
2024,5,1,水,えだまめ,35500,5366,1827
2024,5,1,水,さといも,36300,13833,418
2024,5,1,水,たまねぎ,36610,1857973,126
2024,5,1,水,にんにく,36700,20574,998
2024,5,1,水,しょうが,37200,42459,819
2024,5,1,水,生しいたけ,38100,50767,1037
2024,5,1,水,なめこ,38300,20477,496
2024,5,1,水,えのきだけ,38400,92962,339
2024,5,1,水,しめじ,38500,59512,478
2024,5,2,木,だいこん,30100,909502,147
2024,5,2,木,かぶ,30200,88418,160
2024,5,2,木,にんじん,30300,683787,251
2024,5,2,木,ごぼう,30400,73528,410
2024,5,2,木,たけのこ,30500,23950,588
2024,5,2,木,れんこん,30600,49982,628
2024,5,2,木,はくさい,31100,1045352,105
2024,5,2,木,みずな,31300,57927,316
2024,5,2,木,こまつな,31500,152684,297
2024,5,2,木,ちんげんさい,31560,53873,326
2024,5,2,木,キャベツ,31700,1712003,152
2024,5,2,木,ほうれんそう,31800,151499,470
2024,5,2,木,ねぎ,31900,422765,501
2024,5,2,木,みつば,32500,21335,533
2024,5,2,木,しゅんぎく,32600,10708,796
2024,5,2,木,にら,32800,106398,515
2024,5,2,木,アスパラガス,33100,52444,1895
2024,5,2,木,カリフラワー,33200,22384,243
2024,5,2,木,ブロッコリー,33300,203742,508
2024,5,2,木,レタス,33400,755786,217
2024,5,2,木,きゅうり,34100,619898,333
2024,5,2,木,かぼちゃ,34200,404579,230
2024,5,2,木,なす,34300,411314,427
2024,5,2,木,トマト,34400,630525,393
2024,5,2,木,ミニトマト,34450,267731,589
2024,5,2,木,ピーマン,34500,247228,694
2024,5,2,木,ししとう,34600,10071,1951
2024,5,2,木,そらまめ,35400,44551,716
2024,5,2,木,えだまめ,35500,5776,1870
2024,5,2,木,さといも,36300,21362,460
2024,5,2,木,たまねぎ,36610,1797339,126
2024,5,2,木,にんにく,36700,33440,1001
2024,5,2,木,しょうが,37200,65955,829
2024,5,2,木,生しいたけ,38100,77131,1007
2024,5,2,木,なめこ,38300,29988,498
2024,5,2,木,えのきだけ,38400,142757,343
2024,5,2,木,しめじ,38500,105376,491
2024,5,3,金,だいこん,30100,18985,183
2024,5,3,金,にんじん,30300,10024,263
2024,5,3,金,ごぼう,30400,400,269
2024,5,3,金,はくさい,31100,5610,134
2024,5,3,金,みずな,31300,265,623
2024,5,3,金,こまつな,31500,1092,241
2024,5,3,金,ちんげんさい,31560,227,385
2024,5,3,金,キャベツ,31700,21020,196
2024,5,3,金,ほうれんそう,31800,203,672
2024,5,3,金,ねぎ,31900,2018,492
2024,5,3,金,みつば,32500,21,910
2024,5,3,金,にら,32800,344,806
2024,5,3,金,カリフラワー,33200,48,279
2024,5,3,金,レタス,33400,17796,144
2024,5,3,金,きゅうり,34100,4682,344
2024,5,3,金,かぼちゃ,34200,15493,302
2024,5,3,金,なす,34300,2673,210
2024,5,3,金,トマト,34400,1690,210
2024,5,3,金,ミニトマト,34450,1560,503
2024,5,3,金,ピーマン,34500,11967,524
2024,5,3,金,ししとう,34600,30,2560
2024,5,3,金,たまねぎ,36610,10830,156
2024,5,3,金,にんにく,36700,460,571
2024,5,3,金,しょうが,37200,362,551
2024,5,3,金,生しいたけ,38100,52,1032
2024,5,3,金,えのきだけ,38400,408,432
2024,5,3,金,しめじ,38500,1815,604
2024,5,6,月,だいこん,30100,1474589,139
2024,5,6,月,かぶ,30200,98532,152
2024,5,6,月,にんじん,30300,1250716,248
2024,5,6,月,ごぼう,30400,69016,426
2024,5,6,月,たけのこ,30500,29612,568
2024,5,6,月,れんこん,30600,47927,609
2024,5,6,月,はくさい,31100,1478643,100
2024,5,6,月,みずな,31300,82508,298
2024,5,6,月,こまつな,31500,249667,295
2024,5,6,月,ちんげんさい,31560,63626,318
2024,5,6,月,キャベツ,31700,3022410,152
2024,5,6,月,ほうれんそう,31800,313655,462
2024,5,6,月,ねぎ,31900,485731,507
2024,5,6,月,みつば,32500,17023,483
2024,5,6,月,しゅんぎく,32600,14804,821
2024,5,6,月,にら,32800,156282,473
2024,5,6,月,アスパラガス,33100,107884,1827
2024,5,6,月,カリフラワー,33200,40707,243
2024,5,6,月,ブロッコリー,33300,386462,594
2024,5,6,月,レタス,33400,1558827,186
2024,5,6,月,きゅうり,34100,1509615,322
2024,5,6,月,かぼちゃ,34200,326419,249
2024,5,6,月,なす,34300,922206,408
2024,5,6,月,トマト,34400,1919542,344
2024,5,6,月,ミニトマト,34450,628695,528
2024,5,6,月,ピーマン,34500,634958,658
2024,5,6,月,ししとう,34600,14642,1825
2024,5,6,月,そらまめ,35400,69073,684
2024,5,6,月,えだまめ,35500,8646,1884
2024,5,6,月,さといも,36300,14117,492
2024,5,6,月,たまねぎ,36610,2084051,120
2024,5,6,月,にんにく,36700,26062,1064
2024,5,6,月,しょうが,37200,48905,858
2024,5,6,月,生しいたけ,38100,105660,994
2024,5,6,月,なめこ,38300,30961,496
2024,5,6,月,えのきだけ,38400,158439,329
2024,5,6,月,しめじ,38500,83409,480
2024,5,7,火,だいこん,30100,834747,136
2024,5,7,火,かぶ,30200,74245,149
2024,5,7,火,にんじん,30300,804046,229
2024,5,7,火,ごぼう,30400,55212,360
2024,5,7,火,たけのこ,30500,21905,408
2024,5,7,火,れんこん,30600,33260,624
2024,5,7,火,はくさい,31100,982214,107
2024,5,7,火,みずな,31300,45682,320
2024,5,7,火,こまつな,31500,133719,312
2024,5,7,火,ちんげんさい,31560,45656,322
2024,5,7,火,キャベツ,31700,1561482,177
2024,5,7,火,ほうれんそう,31800,124478,465
2024,5,7,火,ねぎ,31900,317892,512
2024,5,7,火,みつば,32500,14881,517
2024,5,7,火,しゅんぎく,32600,8642,825
2024,5,7,火,にら,32800,83046,482
2024,5,7,火,アスパラガス,33100,44662,1734
2024,5,7,火,カリフラワー,33200,17760,264
2024,5,7,火,ブロッコリー,33300,110455,702
2024,5,7,火,レタス,33400,754593,186
2024,5,7,火,きゅうり,34100,626702,317
2024,5,7,火,かぼちゃ,34200,241951,258
2024,5,7,火,なす,34300,324282,412
2024,5,7,火,トマト,34400,643831,360
2024,5,7,火,ミニトマト,34450,190918,533
2024,5,7,火,ピーマン,34500,227699,635
2024,5,7,火,ししとう,34600,8012,2040
2024,5,7,火,そらまめ,35400,43589,669
2024,5,7,火,えだまめ,35500,7222,1704
2024,5,7,火,さといも,36300,15472,442
2024,5,7,火,たまねぎ,36610,1435857,122
2024,5,7,火,にんにく,36700,21253,846
2024,5,7,火,しょうが,37200,47491,884
2024,5,7,火,生しいたけ,38100,55720,1023
2024,5,7,火,なめこ,38300,22687,487
2024,5,7,火,えのきだけ,38400,93111,330
2024,5,7,火,しめじ,38500,64097,472
2024,5,9,木,だいこん,30100,777982,130
2024,5,9,木,かぶ,30200,74748,152
2024,5,9,木,にんじん,30300,796063,222
2024,5,9,木,ごぼう,30400,82321,361
2024,5,9,木,たけのこ,30500,14862,481
2024,5,9,木,れんこん,30600,41302,634
2024,5,9,木,はくさい,31100,1051763,104
2024,5,9,木,みずな,31300,59076,305
2024,5,9,木,こまつな,31500,175358,292
2024,5,9,木,ちんげんさい,31560,58619,314
2024,5,9,木,キャベツ,31700,1554492,226
2024,5,9,木,ほうれんそう,31800,173054,488
2024,5,9,木,ねぎ,31900,399888,500
2024,5,9,木,みつば,32500,13510,500
2024,5,9,木,しゅんぎく,32600,10281,781
2024,5,9,木,にら,32800,91360,473
2024,5,9,木,アスパラガス,33100,73239,1753
2024,5,9,木,カリフラワー,33200,27555,270
2024,5,9,木,ブロッコリー,33300,183561,750
2024,5,9,木,レタス,33400,901776,175
2024,5,9,木,きゅうり,34100,947637,319
2024,5,9,木,かぼちゃ,34200,338203,253
2024,5,9,木,なす,34300,576085,400
2024,5,9,木,トマト,34400,987451,356
2024,5,9,木,ミニトマト,34450,344875,536
2024,5,9,木,ピーマン,34500,335955,639
2024,5,9,木,ししとう,34600,8429,1949
2024,5,9,木,そらまめ,35400,41446,633
2024,5,9,木,えだまめ,35500,9143,1824
2024,5,9,木,さといも,36300,14001,487
2024,5,9,木,たまねぎ,36610,1714485,118
2024,5,9,木,にんにく,36700,30241,1212
2024,5,9,木,しょうが,37200,46778,865
2024,5,9,木,生しいたけ,38100,60343,1016
2024,5,9,木,なめこ,38300,23339,488
2024,5,9,木,えのきだけ,38400,104170,326
2024,5,9,木,しめじ,38500,72734,459
2024,5,10,金,だいこん,30100,730428,129
2024,5,10,金,かぶ,30200,71902,147
2024,5,10,金,にんじん,30300,636235,219
2024,5,10,金,ごぼう,30400,63713,376
2024,5,10,金,たけのこ,30500,7836,639
2024,5,10,金,れんこん,30600,33614,619
2024,5,10,金,はくさい,31100,973495,125
2024,5,10,金,みずな,31300,40993,306
2024,5,10,金,こまつな,31500,128690,289
2024,5,10,金,ちんげんさい,31560,47297,307
2024,5,10,金,キャベツ,31700,1206441,222
2024,5,10,金,ほうれんそう,31800,120065,519
2024,5,10,金,ねぎ,31900,311170,507
2024,5,10,金,みつば,32500,12487,490
2024,5,10,金,しゅんぎく,32600,8406,774
2024,5,10,金,にら,32800,84695,461
2024,5,10,金,アスパラガス,33100,37785,1811
2024,5,10,金,カリフラワー,33200,19816,278
2024,5,10,金,ブロッコリー,33300,100243,804
2024,5,10,金,レタス,33400,755579,172
2024,5,10,金,きゅうり,34100,478159,321
2024,5,10,金,かぼちゃ,34200,271655,236
2024,5,10,金,なす,34300,326522,403
2024,5,10,金,トマト,34400,533163,353
2024,5,10,金,ミニトマト,34450,212720,537
2024,5,10,金,ピーマン,34500,255954,610
2024,5,10,金,ししとう,34600,7965,1904
2024,5,10,金,そらまめ,35400,29541,632
2024,5,10,金,えだまめ,35500,7212,1786
2024,5,10,金,さといも,36300,15118,528
2024,5,10,金,たまねぎ,36610,1285882,120
2024,5,10,金,にんにく,36700,22171,1011
2024,5,10,金,しょうが,37200,43392,876
2024,5,10,金,生しいたけ,38100,48054,1031
2024,5,10,金,なめこ,38300,19145,480
2024,5,10,金,えのきだけ,38400,87994,327
2024,5,10,金,しめじ,38500,61653,475
2024,5,11,土,だいこん,30100,789653,131
2024,5,11,土,かぶ,30200,81146,142
2024,5,11,土,にんじん,30300,846987,213
2024,5,11,土,ごぼう,30400,62392,403
2024,5,11,土,たけのこ,30500,20200,392
2024,5,11,土,れんこん,30600,42184,614
2024,5,11,土,はくさい,31100,850769,128
2024,5,11,土,みずな,31300,48246,300
2024,5,11,土,こまつな,31500,132605,302
2024,5,11,土,ちんげんさい,31560,49895,315
2024,5,11,土,キャベツ,31700,1512504,213
2024,5,11,土,ほうれんそう,31800,127774,536
2024,5,11,土,ねぎ,31900,354762,493
2024,5,11,土,みつば,32500,13692,493
2024,5,11,土,しゅんぎく,32600,8350,763
2024,5,11,土,にら,32800,99270,459
2024,5,11,土,アスパラガス,33100,34451,1777
2024,5,11,土,カリフラワー,33200,20071,281
2024,5,11,土,ブロッコリー,33300,104602,851
2024,5,11,土,レタス,33400,676712,174
2024,5,11,土,きゅうり,34100,528212,328
2024,5,11,土,かぼちゃ,34200,256259,242
2024,5,11,土,なす,34300,320110,401
2024,5,11,土,トマト,34400,649997,365
2024,5,11,土,ミニトマト,34450,253026,533
2024,5,11,土,ピーマン,34500,279506,601
2024,5,11,土,ししとう,34600,8112,1914
2024,5,11,土,そらまめ,35400,38265,616
2024,5,11,土,えだまめ,35500,8128,1746
2024,5,11,土,さといも,36300,19328,471
2024,5,11,土,たまねぎ,36610,1335366,123
2024,5,11,土,にんにく,36700,30314,1204
2024,5,11,土,しょうが,37200,47745,857
2024,5,11,土,生しいたけ,38100,58642,1014
2024,5,11,土,なめこ,38300,23709,484
2024,5,11,土,えのきだけ,38400,101885,327
2024,5,11,土,しめじ,38500,79418,472
2024,5,13,月,だいこん,30100,753046,133
2024,5,13,月,かぶ,30200,78341,144
2024,5,13,月,にんじん,30300,1196665,200
2024,5,13,月,ごぼう,30400,74301,350
2024,5,13,月,たけのこ,30500,7927,664
2024,5,13,月,れんこん,30600,31666,648
2024,5,13,月,はくさい,31100,971135,128
2024,5,13,月,みずな,31300,50377,311
2024,5,13,月,こまつな,31500,151915,320
2024,5,13,月,ちんげんさい,31560,49183,327
2024,5,13,月,キャベツ,31700,1455325,243
2024,5,13,月,ほうれんそう,31800,156824,568
2024,5,13,月,ねぎ,31900,338104,491
2024,5,13,月,みつば,32500,13284,506
2024,5,13,月,しゅんぎく,32600,9116,738
2024,5,13,月,にら,32800,88928,461
2024,5,13,月,アスパラガス,33100,41774,1830
2024,5,13,月,カリフラワー,33200,23229,288
2024,5,13,月,ブロッコリー,33300,140865,858
2024,5,13,月,レタス,33400,819540,186
2024,5,13,月,きゅうり,34100,882252,331
2024,5,13,月,かぼちゃ,34200,311630,240
2024,5,13,月,なす,34300,426781,410
2024,5,13,月,トマト,34400,845562,357
2024,5,13,月,ミニトマト,34450,356264,529
2024,5,13,月,ピーマン,34500,362290,581
2024,5,13,月,ししとう,34600,9073,1966
2024,5,13,月,そらまめ,35400,36700,619
2024,5,13,月,えだまめ,35500,9512,1725
2024,5,13,月,さといも,36300,14658,581
2024,5,13,月,たまねぎ,36610,1846689,120
2024,5,13,月,にんにく,36700,26993,1212
2024,5,13,月,しょうが,37200,53139,887
2024,5,13,月,生しいたけ,38100,57851,1005
2024,5,13,月,なめこ,38300,21059,484
2024,5,13,月,えのきだけ,38400,105260,320
2024,5,13,月,しめじ,38500,64871,486
2024,5,14,火,だいこん,30100,584384,142
2024,5,14,火,かぶ,30200,70136,149
2024,5,14,火,にんじん,30300,695623,198
2024,5,14,火,ごぼう,30400,60676,395
2024,5,14,火,たけのこ,30500,4841,647
2024,5,14,火,れんこん,30600,27670,652
2024,5,14,火,はくさい,31100,930947,125
2024,5,14,火,みずな,31300,41612,335
2024,5,14,火,こまつな,31500,117892,343
2024,5,14,火,ちんげんさい,31560,46603,331
2024,5,14,火,キャベツ,31700,1269964,272
2024,5,14,火,ほうれんそう,31800,100533,611
2024,5,14,火,ねぎ,31900,330296,490
2024,5,14,火,みつば,32500,13509,523
2024,5,14,火,しゅんぎく,32600,9013,709
2024,5,14,火,にら,32800,87046,459
2024,5,14,火,アスパラガス,33100,41993,1809
2024,5,14,火,カリフラワー,33200,16379,289
2024,5,14,火,ブロッコリー,33300,106143,922
2024,5,14,火,レタス,33400,574188,195
2024,5,14,火,きゅうり,34100,688018,325
2024,5,14,火,かぼちゃ,34200,242986,232
2024,5,14,火,なす,34300,348203,417
2024,5,14,火,トマト,34400,442916,378
2024,5,14,火,ミニトマト,34450,174926,548
2024,5,14,火,ピーマン,34500,221009,574
2024,5,14,火,ししとう,34600,7551,2199
2024,5,14,火,そらまめ,35400,27032,625
2024,5,14,火,えだまめ,35500,7680,1734
2024,5,14,火,さといも,36300,15795,535
2024,5,14,火,たまねぎ,36610,1598565,122
2024,5,14,火,にんにく,36700,28171,1080
2024,5,14,火,しょうが,37200,58716,880
2024,5,14,火,生しいたけ,38100,56865,1013
2024,5,14,火,なめこ,38300,23538,486
2024,5,14,火,えのきだけ,38400,100836,318
2024,5,14,火,しめじ,38500,68440,455
2024,5,16,木,だいこん,30100,726267,145
2024,5,16,木,かぶ,30200,87965,155
2024,5,16,木,にんじん,30300,732181,189
2024,5,16,木,ごぼう,30400,75146,354
2024,5,16,木,たけのこ,30500,4930,668
2024,5,16,木,れんこん,30600,35629,652
2024,5,16,木,はくさい,31100,1025444,128
2024,5,16,木,みずな,31300,51913,329
2024,5,16,木,こまつな,31500,172043,337
2024,5,16,木,ちんげんさい,31560,60275,310
2024,5,16,木,キャベツ,31700,1947010,220
2024,5,16,木,ほうれんそう,31800,165052,637
2024,5,16,木,ねぎ,31900,367305,492
2024,5,16,木,みつば,32500,12464,515
2024,5,16,木,しゅんぎく,32600,8895,785
2024,5,16,木,にら,32800,100126,456
2024,5,16,木,アスパラガス,33100,57212,1829
2024,5,16,木,カリフラワー,33200,22601,290
2024,5,16,木,ブロッコリー,33300,184955,811
2024,5,16,木,レタス,33400,891096,193
2024,5,16,木,きゅうり,34100,940162,322
2024,5,16,木,かぼちゃ,34200,243415,260
2024,5,16,木,なす,34300,543907,403
2024,5,16,木,トマト,34400,764812,373
2024,5,16,木,ミニトマト,34450,346028,550
2024,5,16,木,ピーマン,34500,344467,587
2024,5,16,木,ししとう,34600,10051,1923
2024,5,16,木,そらまめ,35400,34415,581
2024,5,16,木,えだまめ,35500,11981,1684
2024,5,16,木,さといも,36300,20566,558
2024,5,16,木,たまねぎ,36610,1871477,121
2024,5,16,木,にんにく,36700,23565,1120
2024,5,16,木,しょうが,37200,61481,881
2024,5,16,木,生しいたけ,38100,64855,1005
2024,5,16,木,なめこ,38300,24304,488
2024,5,16,木,えのきだけ,38400,113832,318
2024,5,16,木,しめじ,38500,83826,441
2024,5,17,金,だいこん,30100,625477,155
2024,5,17,金,かぶ,30200,78805,152
2024,5,17,金,にんじん,30300,720414,196
2024,5,17,金,ごぼう,30400,57860,340
2024,5,17,金,たけのこ,30500,2757,784
2024,5,17,金,れんこん,30600,27228,644
2024,5,17,金,はくさい,31100,895657,125
2024,5,17,金,みずな,31300,40091,332
2024,5,17,金,こまつな,31500,120097,340
2024,5,17,金,ちんげんさい,31560,47506,314
2024,5,17,金,キャベツ,31700,1554896,201
2024,5,17,金,ほうれんそう,31800,115874,633
2024,5,17,金,ねぎ,31900,304313,484
2024,5,17,金,みつば,32500,12081,512
2024,5,17,金,しゅんぎく,32600,7446,787
2024,5,17,金,にら,32800,93635,451
2024,5,17,金,アスパラガス,33100,34037,1853
2024,5,17,金,カリフラワー,33200,11293,305
2024,5,17,金,ブロッコリー,33300,119009,806
2024,5,17,金,レタス,33400,661670,192
2024,5,17,金,きゅうり,34100,592062,324
2024,5,17,金,かぼちゃ,34200,272103,253
2024,5,17,金,なす,34300,322835,417
2024,5,17,金,トマト,34400,412351,391
2024,5,17,金,ミニトマト,34450,217451,551
2024,5,17,金,ピーマン,34500,253762,570
2024,5,17,金,ししとう,34600,8326,2076
2024,5,17,金,そらまめ,35400,28584,579
2024,5,17,金,えだまめ,35500,11131,1698
2024,5,17,金,さといも,36300,16767,540
2024,5,17,金,たまねぎ,36610,1532743,122
2024,5,17,金,にんにく,36700,24270,1025
2024,5,17,金,しょうが,37200,54404,876
2024,5,17,金,生しいたけ,38100,48809,1001
2024,5,17,金,なめこ,38300,19459,481
2024,5,17,金,えのきだけ,38400,84293,323
2024,5,17,金,しめじ,38500,67364,444
2024,5,18,土,だいこん,30100,664775,167
2024,5,18,土,かぶ,30200,89547,146
2024,5,18,土,にんじん,30300,804969,195
2024,5,18,土,ごぼう,30400,60203,409
2024,5,18,土,たけのこ,30500,2833,699
2024,5,18,土,れんこん,30600,31584,633
2024,5,18,土,はくさい,31100,936575,123
2024,5,18,土,みずな,31300,43536,344
2024,5,18,土,こまつな,31500,140715,354
2024,5,18,土,ちんげんさい,31560,49549,314
2024,5,18,土,キャベツ,31700,1695616,186
2024,5,18,土,ほうれんそう,31800,133961,646
2024,5,18,土,ねぎ,31900,322983,481
2024,5,18,土,みつば,32500,13967,512
2024,5,18,土,しゅんぎく,32600,7799,774
2024,5,18,土,にら,32800,99034,455
2024,5,18,土,アスパラガス,33100,44174,1786
2024,5,18,土,カリフラワー,33200,16474,318
2024,5,18,土,ブロッコリー,33300,149596,754
2024,5,18,土,レタス,33400,700114,203
2024,5,18,土,きゅうり,34100,645283,318
2024,5,18,土,かぼちゃ,34200,226428,243
2024,5,18,土,なす,34300,356215,411
2024,5,18,土,トマト,34400,566039,395
2024,5,18,土,ミニトマト,34450,213218,571
2024,5,18,土,ピーマン,34500,279699,577
2024,5,18,土,ししとう,34600,9120,1814
2024,5,18,土,そらまめ,35400,28508,549
2024,5,18,土,えだまめ,35500,12120,1614
2024,5,18,土,さといも,36300,14653,585
2024,5,18,土,たまねぎ,36610,1376921,124
2024,5,18,土,にんにく,36700,22585,1320
2024,5,18,土,しょうが,37200,54796,856
2024,5,18,土,生しいたけ,38100,59480,1000
2024,5,18,土,なめこ,38300,23944,478
2024,5,18,土,えのきだけ,38400,108451,325
2024,5,18,土,しめじ,38500,94272,474
2024,5,20,月,だいこん,30100,806987,172
2024,5,20,月,かぶ,30200,94554,149
2024,5,20,月,にんじん,30300,1119848,194
2024,5,20,月,ごぼう,30400,82309,345
2024,5,20,月,たけのこ,30500,2907,741
2024,5,20,月,れんこん,30600,25985,692
2024,5,20,月,はくさい,31100,1063192,116
2024,5,20,月,みずな,31300,45154,356
2024,5,20,月,こまつな,31500,146239,377
2024,5,20,月,ちんげんさい,31560,49171,312
2024,5,20,月,キャベツ,31700,1626615,182
2024,5,20,月,ほうれんそう,31800,168201,625
2024,5,20,月,ねぎ,31900,324080,484
2024,5,20,月,みつば,32500,13857,520
2024,5,20,月,しゅんぎく,32600,9437,686
2024,5,20,月,にら,32800,86738,467
2024,5,20,月,アスパラガス,33100,49908,1860
2024,5,20,月,カリフラワー,33200,18416,325
2024,5,20,月,ブロッコリー,33300,216138,659
2024,5,20,月,レタス,33400,735236,210
2024,5,20,月,きゅうり,34100,905672,314
2024,5,20,月,かぼちゃ,34200,300516,271
2024,5,20,月,なす,34300,487362,423
2024,5,20,月,トマト,34400,775381,393
2024,5,20,月,ミニトマト,34450,313274,564
2024,5,20,月,ピーマン,34500,350759,577
2024,5,20,月,ししとう,34600,10122,1820
2024,5,20,月,そらまめ,35400,32837,562
2024,5,20,月,えだまめ,35500,11758,1607
2024,5,20,月,さといも,36300,14592,603
2024,5,20,月,たまねぎ,36610,1670403,122
2024,5,20,月,にんにく,36700,24732,1341
2024,5,20,月,しょうが,37200,51495,874
2024,5,20,月,生しいたけ,38100,60284,979
2024,5,20,月,なめこ,38300,21575,487
2024,5,20,月,えのきだけ,38400,105066,321
2024,5,20,月,しめじ,38500,74319,445
2024,5,21,火,だいこん,30100,710733,164
2024,5,21,火,かぶ,30200,93496,152
2024,5,21,火,にんじん,30300,662933,198
2024,5,21,火,ごぼう,30400,50741,402
2024,5,21,火,たけのこ,30500,2496,767
2024,5,21,火,れんこん,30600,24789,667
2024,5,21,火,はくさい,31100,807604,119
2024,5,21,火,みずな,31300,42970,378
2024,5,21,火,こまつな,31500,114309,394
2024,5,21,火,ちんげんさい,31560,48411,333
2024,5,21,火,キャベツ,31700,1518634,174
2024,5,21,火,ほうれんそう,31800,120276,625
2024,5,21,火,ねぎ,31900,324181,477
2024,5,21,火,みつば,32500,13598,546
2024,5,21,火,しゅんぎく,32600,8687,744
2024,5,21,火,にら,32800,84897,455
2024,5,21,火,アスパラガス,33100,42466,1842
2024,5,21,火,カリフラワー,33200,17183,322
2024,5,21,火,ブロッコリー,33300,177354,621
2024,5,21,火,レタス,33400,609128,223
2024,5,21,火,きゅうり,34100,651669,305
2024,5,21,火,かぼちゃ,34200,252278,268
2024,5,21,火,なす,34300,348839,424
2024,5,21,火,トマト,34400,447563,412
2024,5,21,火,ミニトマト,34450,150589,586
