年,月,日,曜日,品目名,品目コード,数量,価格
2022,7,8,金,輸入メロン,50850,1327,289
2022,7,9,土,みかん,40100,160511,1005
2022,7,9,土,りんご計,42000,191826,490
2022,7,9,土,日本なし計,43000,24432,1083
2022,7,9,土,かき計,43500,328,792
2022,7,9,土,もも,44100,282700,874
2022,7,9,土,すもも,44700,114062,682
2022,7,9,土,おうとう,44800,16166,2027
2022,7,9,土,うめ,44950,18315,570
2022,7,9,土,ぶどう計,45000,101873,2278
2022,7,9,土,いちご,46100,4259,2114
2022,7,9,土,メロン計,47000,334162,557
2022,7,9,土,すいか,48100,1448800,251
2022,7,9,土,バナナ,50100,463107,194
2022,7,9,土,パイナップル,50300,118468,203
2022,7,9,土,レモン,50400,40930,417
2022,7,9,土,オレンジ,50600,71120,358
2022,7,9,土,輸入おうとう,50700,755,2478
2022,7,9,土,輸入キウイ,50800,136905,623
2022,7,9,土,輸入メロン,50850,1602,314
2022,7,11,月,みかん,40100,145124,1025
2022,7,11,月,りんご計,42000,320049,487
2022,7,11,月,日本なし計,43000,22897,1049
2022,7,11,月,かき計,43500,3857,625
2022,7,11,月,もも,44100,446039,919
2022,7,11,月,すもも,44700,154585,650
2022,7,11,月,おうとう,44800,25783,1999
2022,7,11,月,うめ,44950,7275,321
2022,7,11,月,ぶどう計,45000,110773,2209
2022,7,11,月,いちご,46100,5919,2154
2022,7,11,月,メロン計,47000,362112,566
2022,7,11,月,すいか,48100,1501465,249
2022,7,11,月,バナナ,50100,495971,204
2022,7,11,月,パイナップル,50300,79679,195
2022,7,11,月,レモン,50400,34268,431
2022,7,11,月,オレンジ,50600,46069,364
2022,7,11,月,輸入おうとう,50700,1412,2702
2022,7,11,月,輸入キウイ,50800,78737,618
2022,7,11,月,輸入メロン,50850,547,407
2022,7,12,火,みかん,40100,69403,1020
2022,7,12,火,りんご計,42000,176291,496
2022,7,12,火,日本なし計,43000,28216,1046
2022,7,12,火,かき計,43500,630,1003
2022,7,12,火,もも,44100,339624,935
2022,7,12,火,すもも,44700,108243,656
2022,7,12,火,おうとう,44800,13408,1999
2022,7,12,火,うめ,44950,549,72
2022,7,12,火,ぶどう計,45000,107104,2280
2022,7,12,火,いちご,46100,3565,2187
2022,7,12,火,メロン計,47000,295776,572
2022,7,12,火,すいか,48100,1374995,252
2022,7,12,火,バナナ,50100,409673,185
2022,7,12,火,パイナップル,50300,108308,202
2022,7,12,火,レモン,50400,38729,418
2022,7,12,火,オレンジ,50600,44900,357
2022,7,12,火,輸入おうとう,50700,1624,3091
2022,7,12,火,輸入キウイ,50800,103220,599
2022,7,12,火,輸入メロン,50850,508,244
2022,7,14,木,みかん,40100,203468,1003
2022,7,14,木,りんご計,42000,318373,482
2022,7,14,木,日本なし計,43000,65356,951
2022,7,14,木,もも,44100,560819,944
2022,7,14,木,すもも,44700,141695,639
2022,7,14,木,おうとう,44800,22076,1930
2022,7,14,木,うめ,44950,7467,389
2022,7,14,木,ぶどう計,45000,135397,2217
2022,7,14,木,いちご,46100,6229,2181
2022,7,14,木,メロン計,47000,422469,559
2022,7,14,木,すいか,48100,1887331,250
2022,7,14,木,バナナ,50100,432985,207
2022,7,14,木,パイナップル,50300,109073,198
2022,7,14,木,レモン,50400,42402,435
2022,7,14,木,オレンジ,50600,41396,366
2022,7,14,木,輸入おうとう,50700,2493,3723
2022,7,14,木,輸入キウイ,50800,106933,604
2022,7,14,木,輸入メロン,50850,861,370
2022,7,15,金,みかん,40100,29645,1045
2022,7,15,金,りんご計,42000,231556,486
2022,7,15,金,日本なし計,43000,41307,957
2022,7,15,金,かき計,43500,3960,626
2022,7,15,金,もも,44100,366225,957
2022,7,15,金,すもも,44700,84267,657
2022,7,15,金,おうとう,44800,13688,2010
2022,7,15,金,うめ,44950,172355,673
2022,7,15,金,ぶどう計,45000,116980,2268
2022,7,15,金,いちご,46100,2784,2314
2022,7,15,金,メロン計,47000,290111,598
2022,7,15,金,すいか,48100,1246133,251
2022,7,15,金,バナナ,50100,531318,174
2022,7,15,金,パイナップル,50300,138982,187
2022,7,15,金,レモン,50400,38978,466
2022,7,15,金,オレンジ,50600,36992,365
2022,7,15,金,輸入おうとう,50700,1181,3525
2022,7,15,金,輸入キウイ,50800,112953,605
2022,7,15,金,輸入メロン,50850,635,409
2022,7,16,土,みかん,40100,186389,994
2022,7,16,土,りんご計,42000,274266,496
2022,7,16,土,日本なし計,43000,54717,886
2022,7,16,土,かき計,43500,371,729
2022,7,16,土,もも,44100,386984,961
2022,7,16,土,すもも,44700,100534,662
2022,7,16,土,おうとう,44800,13501,1968
2022,7,16,土,うめ,44950,8069,395
2022,7,16,土,ぶどう計,45000,137669,2206
2022,7,16,土,いちご,46100,4218,2241
2022,7,16,土,メロン計,47000,359814,579
2022,7,16,土,すいか,48100,1537233,246
2022,7,16,土,バナナ,50100,524733,198
2022,7,16,土,パイナップル,50300,137112,200
2022,7,16,土,レモン,50400,59672,415
2022,7,16,土,オレンジ,50600,77132,349
2022,7,16,土,輸入おうとう,50700,1835,2235
2022,7,16,土,輸入キウイ,50800,112314,647
2022,7,16,土,輸入メロン,50850,1493,430
2022,7,18,月,りんご計,42000,2890,595
2022,7,18,月,日本なし計,43000,85,477
2022,7,18,月,もも,44100,561,1043
2022,7,18,月,すもも,44700,138,953
2022,7,18,月,メロン計,47000,504,646
2022,7,18,月,すいか,48100,18038,248
2022,7,18,月,バナナ,50100,6724,229
2022,7,18,月,パイナップル,50300,1610,247
2022,7,18,月,レモン,50400,883,519
2022,7,18,月,オレンジ,50600,1305,387
2022,7,18,月,輸入キウイ,50800,363,708
2022,7,19,火,みかん,40100,194204,978
2022,7,19,火,りんご計,42000,343566,483
2022,7,19,火,日本なし計,43000,86174,838
2022,7,19,火,かき計,43500,2129,629
2022,7,19,火,もも,44100,908776,915
2022,7,19,火,すもも,44700,149152,664
2022,7,19,火,おうとう,44800,26866,1854
2022,7,19,火,うめ,44950,7842,354
2022,7,19,火,ぶどう計,45000,186325,2053
2022,7,19,火,いちご,46100,8981,2020
2022,7,19,火,メロン計,47000,497253,563
2022,7,19,火,すいか,48100,1927651,245
2022,7,19,火,バナナ,50100,737438,198
2022,7,19,火,パイナップル,50300,126298,193
2022,7,19,火,レモン,50400,43016,420
2022,7,19,火,オレンジ,50600,48092,367
2022,7,19,火,輸入おうとう,50700,2330,3510
2022,7,19,火,輸入キウイ,50800,162616,593
2022,7,19,火,輸入メロン,50850,347,422
2022,7,20,水,みかん,40100,16330,1122
2022,7,20,水,りんご計,42000,52513,508
2022,7,20,水,日本なし計,43000,31774,857
2022,7,20,水,かき計,43500,254,1102
2022,7,20,水,もも,44100,220259,893
2022,7,20,水,すもも,44700,54909,653
2022,7,20,水,おうとう,44800,6707,1845
2022,7,20,水,うめ,44950,750,293
2022,7,20,水,ぶどう計,45000,43907,2197
2022,7,20,水,いちご,46100,1572,1984
2022,7,20,水,メロン計,47000,178557,590
2022,7,20,水,すいか,48100,556666,259
2022,7,20,水,バナナ,50100,120758,149
2022,7,20,水,パイナップル,50300,8260,205
2022,7,20,水,レモン,50400,9510,413
2022,7,20,水,オレンジ,50600,5383,357
2022,7,20,水,輸入おうとう,50700,224,2027
2022,7,20,水,輸入キウイ,50800,10199,631
2022,7,20,水,輸入メロン,50850,460,486
2022,7,21,木,みかん,40100,188540,975
2022,7,21,木,りんご計,42000,265570,487
2022,7,21,木,日本なし計,43000,67523,816
2022,7,21,木,かき計,43500,5938,624
2022,7,21,木,もも,44100,503892,900
2022,7,21,木,すもも,44700,76385,716
2022,7,21,木,おうとう,44800,13409,1934
2022,7,21,木,うめ,44950,8639,340
2022,7,21,木,ぶどう計,45000,157020,2123
2022,7,21,木,いちご,46100,4437,2222
2022,7,21,木,メロン計,47000,330270,559
2022,7,21,木,すいか,48100,1419973,236
2022,7,21,木,バナナ,50100,407173,191
2022,7,21,木,パイナップル,50300,121566,182
2022,7,21,木,レモン,50400,52991,431
2022,7,21,木,オレンジ,50600,40176,348
2022,7,21,木,輸入おうとう,50700,1604,2744
2022,7,21,木,輸入キウイ,50800,94941,545
2022,7,21,木,輸入メロン,50850,5159,252
2022,7,22,金,みかん,40100,37610,977
2022,7,22,金,りんご計,42000,208806,481
2022,7,22,金,日本なし計,43000,69602,764
2022,7,22,金,かき計,43500,2996,677
2022,7,22,金,もも,44100,456304,888
2022,7,22,金,すもも,44700,61434,729
2022,7,22,金,おうとう,44800,9342,1853
2022,7,22,金,うめ,44950,330120,394
2022,7,22,金,ぶどう計,45000,134108,2125
2022,7,22,金,いちご,46100,2396,2231
2022,7,22,金,メロン計,47000,264988,555
2022,7,22,金,すいか,48100,1047015,236
2022,7,22,金,バナナ,50100,492399,179
2022,7,22,金,パイナップル,50300,120931,196
2022,7,22,金,レモン,50400,25265,457
2022,7,22,金,オレンジ,50600,50014,362
2022,7,22,金,輸入おうとう,50700,2077,2985
2022,7,22,金,輸入キウイ,50800,151115,605
2022,7,22,金,輸入メロン,50850,1584,404
2022,7,23,土,みかん,40100,180065,980
2022,7,23,土,りんご計,42000,189770,484
2022,7,23,土,日本なし計,43000,81632,704
2022,7,23,土,かき計,43500,713,808
2022,7,23,土,もも,44100,466961,868
2022,7,23,土,すもも,44700,68266,735
2022,7,23,土,おうとう,44800,8484,1885
2022,7,23,土,うめ,44950,6760,331
2022,7,23,土,ぶどう計,45000,157230,2013
2022,7,23,土,いちご,46100,3654,2081
2022,7,23,土,メロン計,47000,280580,549
2022,7,23,土,すいか,48100,1221046,236
2022,7,23,土,バナナ,50100,511192,191
2022,7,23,土,パイナップル,50300,118478,192
2022,7,23,土,レモン,50400,34981,418
2022,7,23,土,オレンジ,50600,55925,345
2022,7,23,土,輸入おうとう,50700,2771,2161
2022,7,23,土,輸入キウイ,50800,106812,612
2022,7,23,土,輸入メロン,50850,1849,297
2022,7,25,月,みかん,40100,139712,988
2022,7,25,月,りんご計,42000,256451,492
2022,7,25,月,日本なし計,43000,152760,645
2022,7,25,月,かき計,43500,5571,642
2022,7,25,月,もも,44100,724953,815
2022,7,25,月,すもも,44700,73522,736
2022,7,25,月,おうとう,44800,10794,1706
2022,7,25,月,うめ,44950,3220,252
2022,7,25,月,ぶどう計,45000,167273,1976
2022,7,25,月,いちご,46100,4478,2101
2022,7,25,月,メロン計,47000,320445,540
2022,7,25,月,すいか,48100,1370525,235
2022,7,25,月,バナナ,50100,559653,200
2022,7,25,月,パイナップル,50300,93732,181
2022,7,25,月,レモン,50400,28863,429
2022,7,25,月,オレンジ,50600,37991,360
2022,7,25,月,輸入おうとう,50700,1067,3363
2022,7,25,月,輸入キウイ,50800,112219,603
2022,7,25,月,輸入メロン,50850,1541,417
2022,7,26,火,みかん,40100,91825,975
2022,7,26,火,りんご計,42000,183277,497
2022,7,26,火,日本なし計,43000,126441,647
2022,7,26,火,かき計,43500,677,851
2022,7,26,火,もも,44100,537702,800
2022,7,26,火,すもも,44700,64830,744
2022,7,26,火,おうとう,44800,5402,2058
2022,7,26,火,うめ,44950,55,265
2022,7,26,火,ぶどう計,45000,173037,1945
2022,7,26,火,いちご,46100,2592,2130
2022,7,26,火,メロン計,47000,265554,549
2022,7,26,火,すいか,48100,1280904,234
2022,7,26,火,バナナ,50100,398252,180
2022,7,26,火,パイナップル,50300,89372,195
2022,7,26,火,レモン,50400,28368,444
2022,7,26,火,オレンジ,50600,40651,351
2022,7,26,火,輸入おうとう,50700,675,2252
2022,7,26,火,輸入キウイ,50800,82590,581
2022,7,26,火,輸入メロン,50850,523,389
2022,7,28,木,みかん,40100,205084,976
2022,7,28,木,りんご計,42000,245170,512
2022,7,28,木,日本なし計,43000,225252,636
2022,7,28,木,かき計,43500,5843,661
2022,7,28,木,もも,44100,813479,778
2022,7,28,木,すもも,44700,80840,733
2022,7,28,木,おうとう,44800,5664,1841
2022,7,28,木,うめ,44950,70,309
2022,7,28,木,ぶどう計,45000,206482,1893
2022,7,28,木,いちご,46100,5126,2140
2022,7,28,木,メロン計,47000,340317,551
2022,7,28,木,すいか,48100,1775021,239
2022,7,28,木,バナナ,50100,485406,196
2022,7,28,木,パイナップル,50300,108839,195
2022,7,28,木,レモン,50400,35458,406
2022,7,28,木,オレンジ,50600,40596,351
2022,7,28,木,輸入おうとう,50700,1055,4170
2022,7,28,木,輸入キウイ,50800,127221,587
2022,7,28,木,輸入メロン,50850,1305,421
2022,7,29,金,みかん,40100,40004,921
2022,7,29,金,りんご計,42000,220389,481
2022,7,29,金,日本なし計,43000,205724,634
2022,7,29,金,かき計,43500,2888,650
2022,7,29,金,もも,44100,554551,767
2022,7,29,金,すもも,44700,53662,730
2022,7,29,金,おうとう,44800,3255,1769
2022,7,29,金,うめ,44950,119,225
2022,7,29,金,ぶどう計,45000,192538,1829
2022,7,29,金,いちご,46100,2230,2227
2022,7,29,金,メロン計,47000,283823,541
2022,7,29,金,すいか,48100,1353241,235
2022,7,29,金,バナナ,50100,566966,178
2022,7,29,金,パイナップル,50300,108760,199
2022,7,29,金,レモン,50400,38386,424
2022,7,29,金,オレンジ,50600,40813,347
2022,7,29,金,輸入おうとう,50700,993,1937
2022,7,29,金,輸入キウイ,50800,134584,613
2022,7,29,金,輸入メロン,50850,1538,388
2022,7,30,土,みかん,40100,195647,961
2022,7,30,土,りんご計,42000,161292,520
2022,7,30,土,日本なし計,43000,262237,638
2022,7,30,土,かき計,43500,1236,596
2022,7,30,土,もも,44100,566428,764
2022,7,30,土,すもも,44700,69423,741
2022,7,30,土,おうとう,44800,3708,2767
2022,7,30,土,うめ,44950,1680,203
2022,7,30,土,ぶどう計,45000,221405,1810
2022,7,30,土,いちご,46100,3066,2109
2022,7,30,土,メロン計,47000,296784,549
2022,7,30,土,すいか,48100,1330436,237
2022,7,30,土,バナナ,50100,620022,194
2022,7,30,土,パイナップル,50300,130984,196
2022,7,30,土,レモン,50400,39108,392
2022,7,30,土,オレンジ,50600,70589,344
2022,7,30,土,輸入おうとう,50700,558,1645
2022,7,30,土,輸入キウイ,50800,136252,610
2022,7,30,土,輸入メロン,50850,4926,440
2022,8,1,月,みかん,40100,157519,993
2022,8,1,月,りんご計,42000,215835,540
2022,8,1,月,日本なし計,43000,456468,612
2022,8,1,月,かき計,43500,10820,503
2022,8,1,月,もも,44100,882486,739
2022,8,1,月,すもも,44700,86482,717
2022,8,1,月,おうとう,44800,2094,1347
2022,8,1,月,うめ,44950,112,261
2022,8,1,月,ぶどう計,45000,238625,1753
2022,8,1,月,いちご,46100,4473,2236
2022,8,1,月,メロン計,47000,348540,544
2022,8,1,月,すいか,48100,1785162,239
2022,8,1,月,バナナ,50100,481325,203
2022,8,1,月,パイナップル,50300,75573,208
2022,8,1,月,レモン,50400,25678,426
2022,8,1,月,オレンジ,50600,48311,345
2022,8,1,月,輸入おうとう,50700,14729,3969
2022,8,1,月,輸入キウイ,50800,85168,614
2022,8,1,月,輸入メロン,50850,2860,372
2022,8,2,火,みかん,40100,105553,992
2022,8,2,火,りんご計,42000,205578,525
2022,8,2,火,日本なし計,43000,354640,624
2022,8,2,火,かき計,43500,659,757
2022,8,2,火,もも,44100,706652,726
2022,8,2,火,すもも,44700,80187,719
2022,8,2,火,おうとう,44800,1019,2157
2022,8,2,火,うめ,44950,32,162
2022,8,2,火,ぶどう計,45000,260601,1748
2022,8,2,火,いちご,46100,3328,2069
2022,8,2,火,メロン計,47000,299255,548
2022,8,2,火,すいか,48100,1595933,241
2022,8,2,火,バナナ,50100,407900,175
2022,8,2,火,パイナップル,50300,91839,195
2022,8,2,火,レモン,50400,54515,439
2022,8,2,火,オレンジ,50600,38548,351
2022,8,2,火,輸入おうとう,50700,1055,2681
2022,8,2,火,輸入キウイ,50800,81652,563
2022,8,2,火,輸入メロン,50850,1516,419
2022,8,4,木,みかん,40100,229792,966
2022,8,4,木,りんご計,42000,273556,532
2022,8,4,木,日本なし計,43000,720579,625
2022,8,4,木,かき計,43500,8391,713
2022,8,4,木,もも,44100,972573,714
2022,8,4,木,すもも,44700,93063,713
2022,8,4,木,おうとう,44800,1023,1477
2022,8,4,木,ぶどう計,45000,372607,1682
2022,8,4,木,いちご,46100,4634,2274
2022,8,4,木,メロン計,47000,388630,554
2022,8,4,木,すいか,48100,2019286,247
2022,8,4,木,バナナ,50100,453899,205
2022,8,4,木,パイナップル,50300,114790,197
2022,8,4,木,レモン,50400,37318,429
2022,8,4,木,オレンジ,50600,54044,346
2022,8,4,木,輸入おうとう,50700,462,1539
2022,8,4,木,輸入キウイ,50800,76385,631
2022,8,4,木,輸入メロン,50850,2346,401
2022,8,5,金,みかん,40100,47083,947
2022,8,5,金,りんご計,42000,241468,530
2022,8,5,金,日本なし計,43000,376217,611
2022,8,5,金,かき計,43500,5950,703
2022,8,5,金,もも,44100,632451,735
2022,8,5,金,すもも,44700,67273,720
2022,8,5,金,おうとう,44800,598,1677
2022,8,5,金,ぶどう計,45000,309347,1761
2022,8,5,金,いちご,46100,2187,2365
2022,8,5,金,メロン計,47000,283377,566
2022,8,5,金,すいか,48100,1324803,241
2022,8,5,金,バナナ,50100,526212,171
2022,8,5,金,パイナップル,50300,120049,198
2022,8,5,金,レモン,50400,68189,405
2022,8,5,金,オレンジ,50600,58740,320
2022,8,5,金,輸入おうとう,50700,690,1931
2022,8,5,金,輸入キウイ,50800,85684,599
2022,8,5,金,輸入メロン,50850,1155,429
2022,8,6,土,みかん,40100,215402,966
2022,8,6,土,りんご計,42000,187301,541
2022,8,6,土,日本なし計,43000,516945,632
2022,8,6,土,かき計,43500,880,830
2022,8,6,土,もも,44100,648149,711
2022,8,6,土,すもも,44700,77327,703
2022,8,6,土,おうとう,44800,402,1624
2022,8,6,土,ぶどう計,45000,335247,1769
2022,8,6,土,いちご,46100,2445,2271
2022,8,6,土,メロン計,47000,320688,556
2022,8,6,土,すいか,48100,1328105,240
2022,8,6,土,バナナ,50100,399067,194
2022,8,6,土,パイナップル,50300,108333,198
2022,8,6,土,レモン,50400,42991,388
2022,8,6,土,オレンジ,50600,76994,326
2022,8,6,土,輸入おうとう,50700,749,3389
2022,8,6,土,輸入キウイ,50800,116220,629
2022,8,6,土,輸入メロン,50850,3196,402
2022,8,8,月,みかん,40100,151826,969
2022,8,8,月,りんご計,42000,243810,517
2022,8,8,月,日本なし計,43000,845939,624
2022,8,8,月,かき計,43500,8274,657
2022,8,8,月,もも,44100,908414,665
2022,8,8,月,すもも,44700,90056,687
2022,8,8,月,おうとう,44800,397,2443
2022,8,8,月,ぶどう計,45000,463481,1674
2022,8,8,月,いちご,46100,3129,2248
2022,8,8,月,メロン計,47000,410045,573
2022,8,8,月,すいか,48100,1629031,244
2022,8,8,月,バナナ,50100,513192,200
2022,8,8,月,パイナップル,50300,92107,218
2022,8,8,月,レモン,50400,42750,418
2022,8,8,月,オレンジ,50600,51234,349
2022,8,8,月,輸入おうとう,50700,418,1779
2022,8,8,月,輸入キウイ,50800,54333,648
2022,8,8,月,輸入メロン,50850,866,446
2022,8,9,火,みかん,40100,77349,981
2022,8,9,火,りんご計,42000,196324,522
2022,8,9,火,日本なし計,43000,491605,620
2022,8,9,火,かき計,43500,8351,730
2022,8,9,火,もも,44100,564627,649
2022,8,9,火,すもも,44700,77689,674
2022,8,9,火,おうとう,44800,155,2485
2022,8,9,火,ぶどう計,45000,404915,1684
2022,8,9,火,いちご,46100,2001,2307
2022,8,9,火,メロン計,47000,325779,609
2022,8,9,火,すいか,48100,1281751,239
2022,8,9,火,バナナ,50100,455812,176
2022,8,9,火,パイナップル,50300,114017,194
2022,8,9,火,レモン,50400,29684,445
2022,8,9,火,オレンジ,50600,46545,356
2022,8,9,火,輸入おうとう,50700,301,1403
2022,8,9,火,輸入キウイ,50800,79777,594
2022,8,9,火,輸入メロン,50850,1578,391
2022,8,10,水,みかん,40100,42870,1033
2022,8,10,水,りんご計,42000,191940,504
2022,8,10,水,日本なし計,43000,403392,626
2022,8,10,水,かき計,43500,68,742
2022,8,10,水,もも,44100,499186,624
2022,8,10,水,すもも,44700,68040,633
2022,8,10,水,おうとう,44800,137,1250
2022,8,10,水,ぶどう計,45000,337736,1724
2022,8,10,水,いちご,46100,1766,2357
2022,8,10,水,メロン計,47000,275774,631
2022,8,10,水,すいか,48100,1009437,252
2022,8,10,水,バナナ,50100,231539,207
2022,8,10,水,パイナップル,50300,78932,209
2022,8,10,水,レモン,50400,27546,429
2022,8,10,水,オレンジ,50600,47221,334
2022,8,10,水,輸入おうとう,50700,203,1414
2022,8,10,水,輸入キウイ,50800,71399,614
2022,8,10,水,輸入メロン,50850,1324,393
2022,8,22,月,みかん,40100,60931,883
2022,8,22,月,りんご計,42000,334649,446
2022,8,22,月,日本なし計,43000,802598,459
2022,8,22,月,かき計,43500,5429,831
2022,8,22,月,もも,44100,380500,605
2022,8,22,月,すもも,44700,54757,663
2022,8,22,月,ぶどう計,45000,389482,1422
2022,8,22,月,くり,45700,116,767
2022,8,22,月,いちご,46100,2159,2525
2022,8,22,月,メロン計,47000,157303,536
2022,8,22,月,すいか,48100,657746,206
2022,8,22,月,バナナ,50100,488783,198
2022,8,22,月,パイナップル,50300,59963,200
2022,8,22,月,レモン,50400,24871,385
2022,8,22,月,オレンジ,50600,64672,314
2022,8,22,月,輸入キウイ,50800,90238,617
2022,8,22,月,輸入メロン,50850,792,357
2022,8,23,火,みかん,40100,62184,872
2022,8,23,火,りんご計,42000,328451,412
2022,8,23,火,日本なし計,43000,633008,455
2022,8,23,火,かき計,43500,7935,766
2022,8,23,火,もも,44100,350871,626
2022,8,23,火,すもも,44700,51748,643
2022,8,23,火,ぶどう計,45000,352861,1418
2022,8,23,火,くり,45700,167,1065
2022,8,23,火,いちご,46100,1561,2453
2022,8,23,火,メロン計,47000,152298,528
2022,8,23,火,すいか,48100,547437,202
2022,8,23,火,バナナ,50100,364522,180
2022,8,23,火,パイナップル,50300,83962,204
2022,8,23,火,レモン,50400,21209,415
2022,8,23,火,オレンジ,50600,31885,327
2022,8,23,火,輸入おうとう,50700,1088,1536
2022,8,23,火,輸入キウイ,50800,90403,619
2022,8,23,火,輸入メロン,50850,2274,236
2022,8,25,木,みかん,40100,127949,789
2022,8,25,木,りんご計,42000,457347,407
2022,8,25,木,日本なし計,43000,1281654,466
2022,8,25,木,かき計,43500,9474,797
2022,8,25,木,もも,44100,422634,625
2022,8,25,木,すもも,44700,58103,641
2022,8,25,木,おうとう,44800,12,1512
2022,8,25,木,ぶどう計,45000,408103,1428
2022,8,25,木,くり,45700,11025,1284
2022,8,25,木,いちご,46100,2595,2513
2022,8,25,木,メロン計,47000,211615,513
2022,8,25,木,すいか,48100,576947,208
2022,8,25,木,バナナ,50100,441923,200
2022,8,25,木,パイナップル,50300,111658,190
2022,8,25,木,レモン,50400,38173,391
2022,8,25,木,オレンジ,50600,76454,321
2022,8,25,木,輸入キウイ,50800,93735,623
2022,8,25,木,輸入メロン,50850,2726,211
2022,8,26,金,みかん,40100,28991,741
2022,8,26,金,りんご計,42000,398853,395
2022,8,26,金,日本なし計,43000,811605,463
2022,8,26,金,かき計,43500,7510,765
2022,8,26,金,もも,44100,280073,599
2022,8,26,金,すもも,44700,45619,637
2022,8,26,金,ぶどう計,45000,366622,1452
2022,8,26,金,くり,45700,1961,1232
2022,8,26,金,いちご,46100,1457,2650
2022,8,26,金,メロン計,47000,162919,498
2022,8,26,金,すいか,48100,421403,207
2022,8,26,金,バナナ,50100,515349,179
2022,8,26,金,パイナップル,50300,96641,203
2022,8,26,金,レモン,50400,34531,374
2022,8,26,金,オレンジ,50600,43918,337
2022,8,26,金,輸入キウイ,50800,149698,616
2022,8,26,金,輸入メロン,50850,2898,359
2022,8,27,土,みかん,40100,90722,789
2022,8,27,土,りんご計,42000,491376,373
2022,8,27,土,日本なし計,43000,922569,457
2022,8,27,土,かき計,43500,11988,712
2022,8,27,土,もも,44100,364571,582
2022,8,27,土,すもも,44700,54561,603
2022,8,27,土,ぶどう計,45000,371989,1476
2022,8,27,土,くり,45700,5860,1222
2022,8,27,土,いちご,46100,1659,2607
2022,8,27,土,メロン計,47000,183814,492
2022,8,27,土,すいか,48100,360802,196
2022,8,27,土,バナナ,50100,419532,193
2022,8,27,土,パイナップル,50300,109419,202
2022,8,27,土,レモン,50400,34539,348
2022,8,27,土,オレンジ,50600,44773,327
2022,8,27,土,輸入おうとう,50700,82,1054
2022,8,27,土,輸入キウイ,50800,112769,627
2022,8,27,土,輸入メロン,50850,3796,336
2022,8,29,月,みかん,40100,63497,752
2022,8,29,月,りんご計,42000,631312,354
2022,8,29,月,日本なし計,43000,1127334,415
2022,8,29,月,かき計,43500,10848,775
2022,8,29,月,もも,44100,375070,583
2022,8,29,月,すもも,44700,55325,609
2022,8,29,月,ぶどう計,45000,428794,1442
2022,8,29,月,くり,45700,16803,1278
2022,8,29,月,いちご,46100,2589,2662
2022,8,29,月,メロン計,47000,200294,500
2022,8,29,月,すいか,48100,389970,184
2022,8,29,月,バナナ,50100,412312,196
2022,8,29,月,パイナップル,50300,70022,208
2022,8,29,月,レモン,50400,33742,395
2022,8,29,月,オレンジ,50600,41276,327
2022,8,29,月,輸入キウイ,50800,103475,593
2022,8,29,月,輸入メロン,50850,1075,424
2022,8,30,火,みかん,40100,48144,741
2022,8,30,火,りんご計,42000,569853,341
2022,8,30,火,日本なし計,43000,915516,412
2022,8,30,火,かき計,43500,5032,781
2022,8,30,火,もも,44100,345262,621
2022,8,30,火,すもも,44700,42537,603
2022,8,30,火,ぶどう計,45000,395520,1469
2022,8,30,火,くり,45700,9625,1200
2022,8,30,火,いちご,46100,1622,2555
2022,8,30,火,メロン計,47000,172591,512
2022,8,30,火,すいか,48100,348631,187
2022,8,30,火,バナナ,50100,477514,201
2022,8,30,火,パイナップル,50300,95790,210
2022,8,30,火,レモン,50400,43646,381
2022,8,30,火,オレンジ,50600,63355,326
2022,8,30,火,輸入キウイ,50800,127913,608
2022,8,30,火,輸入メロン,50850,1867,420
2022,9,1,木,みかん,40100,116283,711
2022,9,1,木,りんご計,42000,746110,331
2022,9,1,木,日本なし計,43000,1308466,392
2022,9,1,木,かき計,43500,8874,804
2022,9,1,木,もも,44100,361151,576
2022,9,1,木,すもも,44700,52743,601
2022,9,1,木,ぶどう計,45000,457955,1466
2022,9,1,木,くり,45700,24442,1195
2022,9,1,木,いちご,46100,3005,2590
2022,9,1,木,メロン計,47000,208674,505
2022,9,1,木,すいか,48100,354635,182
2022,9,1,木,バナナ,50100,425941,199
2022,9,1,木,パイナップル,50300,78321,216
2022,9,1,木,レモン,50400,21874,392
2022,9,1,木,オレンジ,50600,33167,329
2022,9,1,木,輸入キウイ,50800,105689,629
2022,9,1,木,輸入メロン,50850,2078,390
2022,9,2,金,みかん,40100,17408,792
2022,9,2,金,りんご計,42000,611294,322
2022,9,2,金,日本なし計,43000,705697,396
2022,9,2,金,かき計,43500,5594,768
2022,9,2,金,もも,44100,228774,589
2022,9,2,金,すもも,44700,34682,623
2022,9,2,金,ぶどう計,45000,404600,1505
2022,9,2,金,くり,45700,13790,1177
2022,9,2,金,いちご,46100,1559,2609
2022,9,2,金,メロン計,47000,141261,523
2022,9,2,金,すいか,48100,180033,174
2022,9,2,金,バナナ,50100,485462,160
2022,9,2,金,パイナップル,50300,84989,205
2022,9,2,金,レモン,50400,43497,353
2022,9,2,金,オレンジ,50600,31613,319
2022,9,2,金,輸入キウイ,50800,83329,606
2022,9,2,金,輸入メロン,50850,3662,339
2022,9,3,土,みかん,40100,65243,730
2022,9,3,土,りんご計,42000,555844,310
2022,9,3,土,日本なし計,43000,819352,383
2022,9,3,土,かき計,43500,11192,720
2022,9,3,土,もも,44100,265655,589
2022,9,3,土,すもも,44700,37938,599
2022,9,3,土,ぶどう計,45000,427668,1504
2022,9,3,土,くり,45700,23133,1171
